player,player_id,pos,team,conference,archetype,cluster,pts_per_g,ast_per_g,treb_per_g,blk_per_g,stl_per_g,ts_pct,bpm,usg_pct,readiness_score,n_seasons,height_in,weight_lbs,trend_bpm,trend_pts_per_g,Atlanta Dream_fit,Atlanta Dream_total,Chicago Sky_fit,Chicago Sky_total,Connecticut Sun_fit,Connecticut Sun_total,Dallas Wings_fit,Dallas Wings_total,Indiana Fever_fit,Indiana Fever_total,Las Vegas Aces_fit,Las Vegas Aces_total,Los Angeles Sparks_fit,Los Angeles Sparks_total,Minnesota Lynx_fit,Minnesota Lynx_total,New York Liberty_fit,New York Liberty_total,Phoenix Mercury_fit,Phoenix Mercury_total,Seattle Storm_fit,Seattle Storm_total,Washington Mystics_fit,Washington Mystics_total
Asiah Jones,asiah-jones-1,"pos    F
pos    F
Name: 6574, dtype: object",Jacksonville,Atlantic Sun Conference,Interior Big,3.0,8.3,1.5,5.3,1.6,1.2,0.492,-1.6,22.0,58.1,1,75.0,,0.0,0.0,0.7013,1.2761,0.6317,1.2886,0.0489,1.4337,1.3225,1.9322,0.2781,1.5631,0.0768,1.2933,0.798,1.6817,0.0202,1.7407,0.0,0.7409,0.2628,1.5067,0.0697,1.108,0.3973,1.3246
Zoesha Smith,zoesha-smith-1,"pos    F
pos    F
Name: 7275, dtype: object",Georgia Tech,Atlantic Coast Conference,Interior Big,3.0,7.658067646155078,1.2031066921675828,5.352417465898001,0.4143127242823603,0.8415528372880102,0.4722334431572615,5.212124067212736,19.61209636459627,55.18,4,73.0,,-0.4900000000000255,1.649999999999916,0.3312,0.7782,0.2953,0.7815,0.0212,0.8261,0.3353,0.8275,0.0637,0.7138,0.0359,0.7833,0.23,0.7967,0.0093,0.9835,0.0,0.5255,0.1162,0.8642,0.0253,0.6587,0.2688,0.9203
Julia Strachan,julia-strachan-1,"pos    G
pos    G
Name: 6580, dtype: object",North Alabama,Atlantic Sun Conference,3-and-D Wing,0.0,11.8,0.5,1.8,0.1,0.4,0.63,-0.9,21.3,39.76,1,69.0,,0.0,0.0,0.6674,-0.1029,0.5613,-0.1256,0.0073,-0.5084,-0.7423,-1.2809,-0.2261,-1.2807,-0.1005,-1.335,-0.0225,-0.6387,-0.0075,-0.9848,0.0,-0.6122,-0.2345,-1.2957,0.1035,-0.0666,-0.1471,-0.8284
Opal Bird,opal-bird-1,"pos    F
pos    F
Name: 6581, dtype: object",Wake Forest,Atlantic Coast Conference,Post Scorer,4.0,5.4,2.8,3.2,0.7,0.8,0.454,0.0,16.5,44.04,1,75.0,,0.0,0.0,-0.2182,-0.463,-0.1833,-0.4553,-0.0077,-0.4057,0.2715,-0.0519,0.0807,-0.0578,0.0141,-0.1951,0.0703,-0.2136,-0.0009,-0.34,0.0,-0.2964,0.0527,-0.1429,-0.0197,-0.4003,-0.0847,-0.4209
Macey Lee,macey-lee-1,"pos    F
pos    F
Name: 17697, dtype: object",Samford,Southern Conference,Post Scorer,4.0,8.22347785554766,0.5907093608182978,4.752448288592127,0.2453546804091489,0.7633867010228724,0.4957812317513851,-3.9940049073163832,23.027322659795427,48.83,2,72.0,,-6.199999999997542,-7.599999999996986,0.1714,0.1877,0.1666,0.2014,0.0194,0.3314,-0.0904,-0.0245,-0.0844,-0.1926,0.0021,0.0723,-0.0733,-0.0294,0.0031,0.2118,0.0,0.057,0.0368,0.1642,0.0383,0.2588,0.274,0.4594
Caitlin Link,caitlin-link-1,"pos    G
pos    G
Name: 6588, dtype: object",Southern Illinois,Missouri Valley Conference,Floor General,2.0,3.2999999999999994,2.3,1.8,0.1,0.6999999999999998,0.45,-1.3,10.6,43.13,1,70.0,,0.0,0.0,-0.563,-0.7932,-0.5021,-0.7989,-0.0304,-0.7944,-0.225,-0.5663,-0.0085,-0.3886,-0.0197,-0.5054,-0.2809,-0.6947,-0.0096,-0.8362,0.0,-0.3636,-0.0791,-0.5941,-0.0559,-0.658,-0.3707,-0.9082
Amy Jacobs,amy-jacobs-1,"pos    G
pos    G
Name: 9910, dtype: object",La Salle,Atlantic 10 Conference,3-and-D Wing,0.0,4.79597082905559,1.659060539467318,3.5449686314770914,0.5228183815980453,1.0637578421307272,0.4349060539467318,-1.876513486682956,16.4,46.63,2,72.0,,-2.4999999999990092,-1.6999999999993256,-0.3341,-0.3603,-0.2699,-0.3394,-0.0078,-0.2153,0.3395,0.2005,0.1175,0.2419,0.0347,0.1445,0.0292,-0.0709,0.0005,-0.0815,0.0,-0.1053,0.0748,0.1127,-0.0444,-0.3395,-0.0491,-0.1775
Katlyn Manuel,katlyn-manuel-1,"pos    G-F
pos    G-F
Name: 6839, dtype: object",Louisiana-Monroe,Sun Belt Conference,Interior Big,3.0,8.300826625431917,0.5347538746032828,4.808193526085461,0.9071235182238644,0.5800558429288493,0.4869185454268203,-1.2912488374679454,18.476026647844684,52.48,4,73.0,,1.4900000000000424,1.1200000000000725,0.4165,0.6441,0.3693,0.6464,0.0223,0.6421,0.1533,0.4643,-0.0564,0.1597,-0.0328,0.0905,0.1572,0.5116,0.011,0.8706,0.0,0.3263,0.0034,0.3362,0.0184,0.4234,0.1861,0.5996
Briana Autrey,briana-autrey-1,"pos    G
pos    G
Name: 6593, dtype: object",Air Force,Mountain West Conference,Interior Big,3.0,9.9,2.6,2.5,0.1,1.9,0.417,-4.8,31.4,44.78,1,65.0,,0.0,0.0,-0.169,-0.3708,-0.1222,-0.3478,-0.0204,-0.5301,0.2547,-0.0124,0.2664,0.5459,0.0999,0.4765,0.2438,0.0456,0.0006,-0.2146,0.0,-0.2418,0.1071,0.0704,-0.0728,-0.6253,-0.0269,-0.2813
Avery Lee,avery-lee-1,"pos    G
pos    G
Name: 6595, dtype: object",Yale,Ivy League,Floor General,2.0,5.133128302746971,1.602124869635278,2.3926523054428785,0.1076549418232661,0.7895800220827399,0.4195760114373545,-4.868485925192442,16.211674638908267,49.74,3,68.0,,-0.2785714285718393,1.5214285714290752,-0.5711,-0.3117,-0.4992,-0.3087,-0.0303,-0.305,-0.354,-0.1948,-0.0593,-0.0511,-0.0241,-0.0492,-0.33,-0.265,-0.0082,-0.2788,0.0,0.1241,-0.0855,-0.1251,-0.0745,-0.2683,-0.2418,-0.2311
Charlotte Adams-Lopez,charlotte-adams-lopez-1,"pos    G
pos    G
Name: 6598, dtype: object",Brown,Ivy League,Floor General,2.0,5.3,2.4,2.3,0.1,0.7,0.442,-3.6,16.1,58.42,1,67.0,,0.0,0.0,-0.4908,0.39,-0.4276,0.3938,-0.0276,0.3742,-0.3142,0.4815,-0.038,0.6522,-0.0191,0.6271,-0.2805,0.4338,-0.0077,0.3819,0.0,0.7645,-0.0737,0.5499,-0.0569,0.4644,-0.2645,0.3759
Aliah McWhorter,aliah-mcwhorter-1,"pos    G
pos    G
Name: 7435, dtype: object",Ohio,Mid-American Conference,Interior Big,3.0,7.197634419705958,1.5828934455882009,2.62684262176472,0.3634213108823599,1.0097360673529203,0.5020473116058808,-2.907096740882125,18.1171065544118,54.54,2,73.0,,3.2999999999999687,1.09999999999999,0.1226,0.5718,0.09,0.5563,-0.0057,0.3982,-0.1299,0.3613,0.0077,0.5009,-0.012,0.3922,0.0288,0.5122,-0.0009,0.4317,0.0,0.4782,-0.0544,0.3196,0.0026,0.4922,-0.152,0.2549
Madison Wise,madison-wise-1,"pos    G-F
pos    G-F
Name: 6600, dtype: object",IU Indy,Horizon League,Stretch Big,5.0,6.3999999999999995,2.1,4.8,0.3999999999999999,0.7,0.51,2.9,16.6,43.03,1,73.0,,0.0,0.0,0.3116,-0.1331,0.267,-0.1394,0.0263,0.0014,0.2723,-0.1256,0.0305,-0.2809,0.0275,-0.173,0.1246,-0.224,0.0046,-0.1418,0.0,-0.371,0.114,-0.0386,0.0783,0.0418,0.199,-0.0786
Torin Rogers,torin-rogers-1,"pos    G
pos    G
Name: 6607, dtype: object",UNC Wilmington,Coastal Athletic Association,Floor General,2.0,5.912003468159495,0.8168156190891687,3.487547516790193,0.360485733812783,0.7235772992336748,0.4827745629246142,-3.42467545609192,15.21493855685153,40.34,3,73.0,,0.8571428571421554,1.878571428570366,-0.1003,-0.646,-0.0947,-0.6515,-0.0032,-0.6142,-0.2058,-0.7548,-0.0887,-0.8317,-0.0349,-0.8207,-0.1723,-0.7726,-0.0032,-0.7297,0.0,-0.5694,-0.0617,-0.7493,0.0011,-0.5637,-0.0712,-0.674
Micaela Carter,micaela-carter-1,"pos    G
pos    G
Name: 6608, dtype: object",Hofstra,Coastal Athletic Association,Floor General,2.0,4.6405826377621855,1.0944156475153994,1.9736245650611584,0.0261846474991431,0.7261846474991431,0.442016402614957,-4.657788422024419,15.25139532983322,59.57,3,66.0,,3.5000000000005724,1.8500000000003505,-0.5665,0.4171,-0.4996,0.4162,-0.0348,0.3565,-0.421,0.4701,-0.0691,0.6451,-0.0391,0.5684,-0.3358,0.4535,-0.0099,0.3602,0.0,0.8494,-0.1368,0.4507,-0.0795,0.4306,-0.3411,0.3483
Emily Bessoir,emily-bessoir-1,"pos    F
pos    F
Name: 6610, dtype: object",UCLA,Pac-12 Conference,Post Scorer,4.0,9.4,1.2,5.8,0.9,0.6,0.522,10.4,18.8,42.32,1,76.0,,0.0,0.0,0.5845,0.0227,0.5384,0.0435,0.036,0.0869,0.6297,0.1439,0.0755,-0.2002,0.0209,-0.273,0.4766,0.1386,0.0102,0.0801,0.0,-0.4233,0.1407,-0.0133,0.0769,-0.0181,0.3573,0.1017
Latazia Williamson,latazia-williamson-1,"pos    F
pos    F
Name: 6613, dtype: object",Kennesaw State,Conference USA,Interior Big,3.0,7.377943329494219,0.5390547141211807,4.809286760040049,1.1781094282423614,0.7577943329494218,0.4649038104246366,-3.806301905858795,21.126284803655444,50.88,2,73.0,,2.0000000000004907,7.000000000001716,0.3383,0.4664,0.3132,0.4797,0.0246,0.5558,0.5386,0.6934,0.0407,0.3287,-0.0065,0.1612,0.3105,0.5743,0.0135,0.8762,0.0,0.2082,0.0747,0.426,0.0039,0.2289,0.2301,0.5462
Gadiva Hubbard,gadiva-hubbard-1,"pos    G
pos    G
Name: 6615, dtype: object",Minnesota,Big Ten Conference,Floor General,2.0,6.9,2.2,2.1,0.1,0.9,0.519,3.4,14.8,52.47,1,69.0,,0.0,0.0,-0.1396,0.219,-0.1391,0.2049,-0.0173,0.0803,-0.1434,0.1964,0.0237,0.3955,-0.0043,0.2948,-0.0179,0.3044,-0.012,-0.2691,0.0,0.3255,-0.0493,0.1819,0.0211,0.4369,-0.2433,-0.0319
Lainie Douglas,lainie-douglas-1,"pos    F
pos    F
Name: 6617, dtype: object",Missouri State,Conference USA,Post Scorer,4.0,12.054250054085124,0.7002741970377501,5.676713731485938,1.3504112955566252,0.5252056477783125,0.5805287906889637,5.427399224080313,26.199177408886747,57.69,2,75.0,,3.500000000000856,6.20000000000152,1.2998,1.7026,1.1543,1.7114,0.0673,1.6634,0.8013,1.4325,0.0635,0.8984,0.004,0.7398,0.7713,1.6201,0.0222,1.8087,0.0,0.7107,0.144,1.1302,0.1393,1.4448,0.5484,1.5163
Mikayla Brown,mikayla-brown-1,"pos    C
pos    C
Name: 6618, dtype: object",Jackson State,Southwest Athletic Conference,Interior Big,3.0,5.594939073483908,0.7383223991235369,5.681034452467445,0.2204903436909851,0.3789129718906344,0.4226408207676775,-6.131308690168421,19.059188388758415,52.67,4,73.0,,-0.089999999999881,1.529999999999838,-0.1664,0.2133,-0.1366,0.2218,0.0107,0.4919,-0.2206,0.1416,-0.1708,-0.1646,-0.0213,0.1874,-0.3334,-0.0528,0.0045,0.5634,0.0,0.3403,0.0278,0.4212,-0.0128,0.2727,0.2549,0.7147
Tyshonne Tollie,tyshonne-tollie-1,"pos    F
pos    F
Name: 7531, dtype: object",Delaware State,Mid-Eastern Athletic Conference,Interior Big,3.0,8.095419115488697,0.9313378481836156,5.043310759081922,0.1999999999999999,1.0,0.4805762628820997,-7.299062952708098,22.189901183685496,56.63,2,72.0,,3.200000000001286,5.700000000002296,0.2104,0.793,0.1862,0.7939,0.0128,0.8136,-0.2229,0.4317,-0.0578,0.4616,0.0124,0.7219,-0.1142,0.4978,0.0059,0.9226,0.0,0.6324,0.0276,0.7128,0.0141,0.7068,0.1718,0.8848
Skylar Jones,skylar-jones-2,"pos    G
pos    G
Name: 11961, dtype: object",Louisville,Atlantic Coast Conference,Floor General,2.0,8.975713501390356,1.354960529535986,2.8068870415113567,0.11569758820373,1.493150900134505,0.5504244271188761,7.671331371135109,22.63433340979662,44.95,3,72.0,,1.9499999999998985,0.6000000000004119,0.4943,0.1479,0.4225,0.137,0.0126,-0.051,0.4428,0.1696,0.235,0.4655,0.0703,0.2761,0.486,0.3437,0.0015,-0.154,0.0,-0.2293,0.0843,0.0164,0.0586,0.0798,0.0317,-0.1827
Jayci Allen,jayci-allen-1,"pos    F
pos    F
Name: 6626, dtype: object",Indiana State,Missouri Valley Conference,Stretch Big,5.0,9.4,0.6,4.1,0.0999999999999999,0.7,0.528,-2.2,17.3,48.56,1,70.0,,0.0,0.0,0.1537,0.1543,0.1328,0.1522,0.0049,0.1066,-0.4579,-0.3754,-0.1655,-0.4523,-0.0498,-0.3207,-0.1892,-0.186,-0.0038,-0.1493,0.0,0.037,-0.0924,-0.2321,0.0382,0.2383,0.0297,0.0806
Jayden McBride,jayden-mcbride-1,"pos    G
pos    G
Name: 6629, dtype: object",Appalachian State,Sun Belt Conference,3-and-D Wing,0.0,7.345308936980839,0.73533388779589,2.75866444881644,0.03533388779589,0.5413355511835602,0.4830735384844793,-0.1926461515520683,18.425951761757567,51.15,2,70.0,,-3.700000000000907,4.400000000001079,-0.129,0.1297,-0.1166,0.127,-0.0114,0.0669,-0.3915,-0.1245,-0.1289,-0.153,-0.0545,-0.164,-0.1949,-0.0017,-0.0066,-0.0999,0.0,0.2281,-0.123,-0.1304,-0.0105,0.1726,-0.1074,0.0704
Sierra McCullough,sierra-mccullough-1,"pos    F
pos    F
Name: 11372, dtype: object",Eastern Kentucky,Atlantic Sun Conference,Post Scorer,4.0,5.616156954353649,0.6376081633963564,6.845941070675437,0.9706172195677464,0.8526847619491977,0.4461789293725012,-2.207883188731084,17.264290991736342,51.71,3,74.0,,0.6500000000003241,0.3000000000000412,0.1542,0.3871,0.1614,0.4093,0.0357,0.7747,0.6462,0.8516,0.043,0.3965,0.0438,0.5846,0.1627,0.4613,0.0136,0.9402,0.0,0.2695,0.2109,0.884,0.0266,0.4097,0.465,0.9526
Elizabeth Balogun,elizabeth-balogun-1,"pos    G
pos    G
Name: 7886, dtype: object",Duke,Atlantic Coast Conference,3-and-D Wing,0.0,9.489153690801922,0.9,4.9006962908639675,0.9,0.925174072715992,0.5550905178123158,10.270246235861642,21.58915369080192,39.49,2,73.0,,8.899999999996473,1.8999999999992463,0.8549,0.0203,0.7591,0.026,0.0438,-0.0122,0.8386,0.1233,0.1717,-0.1245,0.0386,-0.3545,0.6885,0.1797,0.013,0.0101,0.0,-0.6321,0.1558,-0.1781,0.0997,-0.1065,0.3349,-0.1401
Rhema Pegues,rhema-pegues-1,"pos    G
pos    G
Name: 6635, dtype: object",Jackson State,Southwest Athletic Conference,3-and-D Wing,0.0,8.261044963260805,0.947923705095293,3.660209342018899,0.1614834010154284,0.8181775790432587,0.5208401796834269,1.1548281347768716,20.561141258689016,53.59,4,68.0,,0.8299999999999756,1.5199999999998215,0.1917,0.5545,0.1734,0.5585,0.0067,0.5028,-0.1974,0.2304,-0.0584,0.2354,-0.0107,0.331,-0.0192,0.3856,-0.002,0.3082,0.0,0.4082,-0.0253,0.3344,0.0393,0.6152,0.0619,0.4991
Sidney Richards,sidney-richards-1,"pos    G
pos    G
Name: 6637, dtype: object",Cal Poly,Big West Conference,Interior Big,3.0,5.598026451354809,1.6115522025854327,2.3406783372094693,0.1189890195102287,1.385377545010823,0.4530179038602254,-3.6488362411585817,17.74502327602189,49.2,4,67.0,,1.8500000000001056,0.9300000000000548,-0.3086,-0.1512,-0.2761,-0.1551,-0.0209,-0.2116,0.0298,0.1111,0.1181,0.4335,0.0323,0.3164,-0.0326,0.0459,-0.0045,-0.1383,0.0,0.0843,-0.002,0.0785,-0.0501,-0.1798,-0.2188,-0.2371
Summer Parker-Hall,summer-parker-hall-1,"pos    F
pos    F
Name: 6639, dtype: object",Cornell,Ivy League,Interior Big,3.0,9.028156810278976,1.0700913786308537,5.072407133079162,0.6123205997934433,0.8027148544962043,0.5603703554073779,1.023680545903701,21.560672327993775,53.09,4,71.0,,2.8899999999997363,2.7799999999999225,0.7114,0.9142,0.6225,0.911,0.038,0.9087,0.301,0.6424,0.0308,0.4622,0.021,0.5226,0.317,0.745,0.0102,0.8747,0.0,0.3713,0.0974,0.6551,0.0971,0.8828,0.2915,0.7995
Louise Forsyth,louise-forsyth-1,"pos    G
pos    G
Name: 6645, dtype: object",Idaho,Big Sky Conference,Combo Guard,1.0,12.9,1.1,4.0,0.5,0.5,0.482,-0.7,29.2,47.55,1,73.0,,0.0,0.0,0.362,0.2388,0.3497,0.2657,0.0124,0.1385,-0.1342,-0.1583,-0.1013,-0.3369,-0.0357,-0.2943,0.1332,0.1196,0.0054,0.228,0.0,-0.0375,-0.0343,-0.1376,0.0117,0.024,0.2524,0.3333
Bridgette Rettstatt,bridgette-rettstatt-1,"pos    F
pos    F
Name: 6646, dtype: object",Liberty,Atlantic Sun Conference,Stretch Big,5.0,11.4,2.2,7.1,0.7,0.9,0.521,5.6,27.1,60.25,1,74.0,,0.0,0.0,0.8724,1.5653,0.798,1.5914,0.0646,1.8141,0.8341,1.6509,0.1383,1.3085,0.0957,1.5874,0.5647,1.5653,0.0178,1.777,0.0,0.8995,0.3136,1.8134,0.1396,1.6351,0.732,1.975
Meg Newman,meg-newman-1,"pos    F
pos    F
Name: 10860, dtype: object",DePaul,Big East Conference,Interior Big,3.0,5.7166725491658275,1.1210734141197622,6.290016735160181,0.2823724954211264,0.5553420074213711,0.4221739573483226,-0.9090263870173744,18.582424544185407,57.88,4,75.0,,-1.1200000000000738,0.9699999999995408,-0.029,0.7025,-0.0223,0.7053,0.02,1.008,0.0944,0.8097,-0.0701,0.5174,0.0229,0.8891,-0.1322,0.5687,0.0062,1.0333,0.0,0.7247,0.1266,1.0936,0.0172,0.8155,0.3681,1.2655
Mallory Miller,mallory-miller-1,"pos    F
pos    F
Name: 6648, dtype: object",Butler,Big East Conference,Combo Guard,1.0,8.620874950427382,2.3481269353098404,4.1552187376068455,0.992908197702995,0.3847011711004278,0.4530629088936973,0.2104374752136908,26.712667923824817,58.06,2,76.0,,1.6000000000001395,3.2000000000002795,0.1243,0.8328,0.139,0.8585,0.0127,0.9176,0.4213,1.1175,0.029,0.8236,0.0021,0.7527,0.2727,1.0595,0.0059,1.0284,0.0,0.7379,0.0889,0.9969,0.0115,0.7987,0.2242,1.0673
Rita Nazario,rita-nazario-1,"pos    G
pos    G
Name: 6649, dtype: object",Cal State Northridge,Big West Conference,3-and-D Wing,0.0,10.4,1.3,2.4,0.1,1.2,0.552,-0.7,20.8,50.39,1,65.0,,0.0,0.0,0.2417,0.3565,0.2123,0.3561,-0.003,0.1301,-0.1968,-0.0053,0.0191,0.2284,-0.0053,0.1342,0.0937,0.2825,-0.0058,-0.1126,0.0,0.1721,-0.0641,-0.0149,0.0388,0.3768,-0.1196,-0.0036
Harley Paynter,harley-paynter-1,"pos    G
pos    G
Name: 6650, dtype: object",Morehead State,Ohio Valley Conference,3-and-D Wing,0.0,8.109172038366335,1.5565366261989482,2.743634575088954,0.1,1.247878191696318,0.4791290205110999,-4.16060904151841,20.965366261989477,48.61,2,68.0,,3.4999999999988143,6.3999999999978305,-0.0946,-0.0314,-0.0822,-0.0305,-0.0102,-0.1032,-0.1483,-0.0928,0.0348,0.1435,0.0165,0.1591,-0.0472,-0.015,-0.0051,-0.2096,0.0,0.0407,-0.0198,-0.017,-0.0056,0.0114,-0.0916,-0.0938
Amina Kameric,amina-kameric-1,"pos    G
pos    G
Name: 10820, dtype: object",Massachusetts-Lowell,America East Conference,3-and-D Wing,0.0,2.395154442539938,1.2963658319049536,1.2469715265874612,0.1,0.5493943053174922,0.3899394305317492,-8.38667471698483,10.936069022302322,42.78,2,69.0,,2.199999999999979,-0.7999999999999923,-0.9192,-1.0909,-0.8159,-1.0968,-0.0497,-1.0929,-0.6274,-0.9546,-0.1432,-0.8127,-0.0712,-0.9016,-0.582,-1.0756,-0.0137,-1.0675,0.0,-0.3894,-0.2021,-0.9783,-0.1185,-1.0138,-0.5005,-1.1248
Celena Taborn,celena-taborn-1,"pos    F
pos    F
Name: 6661, dtype: object",Butler,Big East Conference,Interior Big,3.0,12.8,1.1,5.5,0.6,0.4,0.68,2.8,24.5,60.53,1,75.0,,0.0,0.0,1.7756,2.2752,1.5083,2.2279,0.077,2.0103,-0.0589,0.8672,-0.12,0.5654,-0.0155,0.809,0.4665,1.4702,0.0167,1.746,0.0,0.9202,0.0504,1.067,0.2497,2.2363,0.4854,1.6333
Mackenzie Chatfield,mackenzie-chatfield-1,"pos    G
pos    G
Name: 6662, dtype: object",Washington State,West Coast Conference,Floor General,2.0,4.822799166454506,2.930814582491543,2.736029605823482,0.0,1.060151026033617,0.476637047019082,-1.2903918398663603,14.816993980475342,57.03,3,69.0,,3.950000000000441,1.8500000000001977,-0.2428,0.4767,-0.2334,0.4596,-0.0165,0.4281,-0.2057,0.4767,0.0447,0.7941,0.0313,0.8873,-0.1666,0.4655,-0.0063,0.35,0.0,0.662,0.0051,0.6768,-0.0074,0.6231,-0.1999,0.3682
Simone James,simone-james-1,"pos    G-F
pos    G-F
Name: 6665, dtype: object",Georgia Southern,Sun Belt Conference,Interior Big,3.0,8.1196975050364,1.1007601725538838,3.6321087580174822,0.4180489787242754,1.283343185179133,0.5236474124428966,0.2053813633344768,16.96445604909914,36.71,3,70.0,,-0.5000000000001328,1.100000000000266,0.4648,-0.4825,0.3873,-0.5014,0.0155,-0.618,0.2122,-0.6461,0.102,-0.5358,0.022,-0.6788,0.2551,-0.5365,0.0057,-0.5549,0.0,-0.8372,0.0301,-0.7495,0.0429,-0.6111,0.0055,-0.8292
Genovea Johnson,genovea-johnson-1,"pos    G
pos    G
Name: 6673, dtype: object",Southern,Southwest Athletic Conference,Interior Big,3.0,11.356054974863463,1.5317528342151865,4.107409572969698,0.0780274874317321,1.2000411205972106,0.4381080121359669,-2.552842848726908,30.91988960807152,53.25,3,68.0,,-0.9000000000003897,0.1000000000000199,-0.0047,0.3795,0.0334,0.412,0.0008,0.3946,-0.0071,0.3767,0.0385,0.4969,0.0377,0.6541,0.0602,0.454,0.0028,0.5226,0.0,0.3831,0.0635,0.5682,-0.0279,0.2359,0.2469,0.7458
Brooke Bigott,brooke-bigott-1,"pos    G
pos    G
Name: 6668, dtype: object",Appalachian State,Sun Belt Conference,3-and-D Wing,0.0,5.619468960799042,1.5252911073263662,3.747088926736338,0.0747088926736338,1.2,0.4559534228277814,-2.3517466439581973,14.87354446336817,43.83,2,70.0,,0.6000000000001682,1.9000000000005337,-0.2088,-0.4713,-0.1877,-0.4747,-0.0064,-0.4023,-0.0215,-0.3313,0.0437,-0.1828,0.0254,-0.1295,-0.1203,-0.4538,-0.0032,-0.4722,0.0,-0.3119,0.0297,-0.2253,-0.0092,-0.3602,-0.0677,-0.4113
Essence Cody,essence-cody-1,"pos    F
pos    F
Name: 7681, dtype: object",Alabama,Southeastern Conference,Post Scorer,4.0,10.69764657387534,0.5752463489696615,5.313523689482775,1.447666863623773,1.0198783973114656,0.5921316017380799,8.64176563452939,22.05715141248935,53.45,3,76.0,,3.5500000000005185,1.6500000000002963,1.1851,1.3022,1.0491,1.3074,0.0601,1.249,1.1767,1.4578,0.2285,1.0735,0.0399,0.6846,0.9517,1.52,0.0191,1.3395,0.0,0.3978,0.192,0.9573,0.1304,1.0851,0.4137,1.0056
Erin Martin,erin-martin-2,"pos    G
pos    G
Name: 6676, dtype: object",Tennessee State,Ohio Valley Conference,3-and-D Wing,0.0,7.561939500766257,0.962729028746573,4.669551600613006,0.951705642966608,1.2406822571866434,0.5172283629954025,-1.082154042353603,18.725458057493142,46.64,2,71.0,,2.3000000000005634,3.5000000000008566,0.4655,0.2507,0.4097,0.2506,0.0249,0.2474,0.5222,0.3658,0.1343,0.2924,0.0398,0.1813,0.3758,0.3384,0.009,0.3422,0.0,-0.1046,0.1112,0.2193,0.049,0.1537,0.1587,0.1285
Karina Gordon,karina-gordon-1,"pos    G
pos    G
Name: 7013, dtype: object",Florida Gulf Coast,Atlantic Sun Conference,Floor General,2.0,5.809143490351177,1.3731568363604398,2.0612001699781,0.1415693473058646,0.6471363445716498,0.4971084072625303,-2.563190674158494,16.826538232507072,62.37,3,69.0,,0.2500000000000511,-2.8383243480860153e-14,-0.1902,0.9108,-0.1745,0.9047,-0.0156,0.8356,-0.3238,0.7642,-0.074,0.8371,-0.0425,0.7507,-0.1874,0.835,-0.0081,0.6581,0.0,1.0559,-0.1126,0.7279,-0.0072,1.0183,-0.2398,0.7036
Bella Ranallo,bella-ranallo-1,"pos    G
pos    G
Name: 6684, dtype: object",Ohio,Mid-American Conference,3-and-D Wing,0.0,11.2,1.5,3.1,0.0,1.9,0.506,-1.7,25.4,45.24,1,66.0,,0.0,0.0,0.1502,-0.0933,0.1458,-0.0815,-0.0065,-0.2995,0.0861,-0.1303,0.1785,0.3199,0.0654,0.2623,0.234,0.068,-0.0026,-0.3387,0.0,-0.2079,0.0504,-0.061,0.0009,-0.203,-0.0187,-0.2353
Sarah Linthacum,sarah-linthacum-1,"pos    F
pos    F
Name: 6685, dtype: object",Missouri State,Missouri Valley Conference,Interior Big,3.0,9.337375904761773,1.1973265800424229,5.4629665569890005,0.1843436905549844,0.6034322498582919,0.5309891644866949,2.525402475009876,21.47052248714558,59.37,4,75.0,,1.1199999999997123,3.0199999999997833,0.812,1.4543,0.6868,1.43,0.0409,1.414,-0.0034,0.8315,-0.0558,0.6696,0.0118,0.9193,0.1718,1.0372,0.0111,1.3844,0.0,0.8346,0.0721,1.0447,0.1081,1.4041,0.3546,1.3555
Clare Kelly,clare-kelly-1,"pos    G
pos    G
Name: 6686, dtype: object",Kent State,Mid-American Conference,Floor General,2.0,6.222005489562642,1.643732601391648,1.923398353131208,0.064066849652088,0.7437326013916479,0.5173203293737585,0.3454038426938493,14.532869045477144,49.18,2,68.0,,2.10000000000059,3.000000000000843,0.0018,0.0842,-0.0153,0.0695,-0.0127,-0.0968,-0.3121,-0.1983,-0.0348,-0.02,-0.0313,-0.1421,-0.1001,-0.0352,-0.0057,-0.2001,0.0,0.0828,-0.1094,-0.2361,0.0044,0.1061,-0.2758,-0.3224
K'Nari Holliday,knari-holliday-1,"pos    C
pos    C
Name: 10059, dtype: object",Texas A&M-Corpus Christi,Southland Conference,Interior Big,3.0,8.067313880738556,0.8081715298153609,6.162257294723042,0.908171529815361,0.7377427052769585,0.5564203095066098,-2.9182847018463907,20.998058357784338,43.68,2,73.0,,1.9999999999999811,-0.7999999999999912,0.8683,0.3396,0.7481,0.3256,0.0557,0.4656,0.4539,0.0859,0.0068,-0.3029,0.022,-0.1647,0.3387,0.0763,0.0145,0.3948,0.0,-0.323,0.146,0.1025,0.1345,0.386,0.4328,0.3129
Lexi Gordon,lexi-gordon-1,"pos    G-F
pos    G-F
Name: 6690, dtype: object",Duke,Atlantic Coast Conference,Stretch Big,5.0,9.0,0.9,3.0,0.0999999999999999,0.3999999999999999,0.495,4.6,19.9,29.87,1,72.0,,0.0,0.0,0.0828,-1.2787,0.0747,-1.2771,-0.0047,-1.4078,-0.2839,-1.5976,-0.1117,-1.672,-0.0533,-1.7255,-0.0339,-1.3819,-0.0039,-1.5332,0.0,-1.3419,-0.1025,-1.6405,0.0058,-1.3114,-0.0298,-1.3857
