season_year,team_id,team,conference,win_pct,conf_opp_win_pct,overall_opp_win_pct,opp_win_pct
2019,buffalo,Buffalo,Mid-American Conference,0.7059,0.5459,0.4973,0.5313
2019,toledo,Toledo,Mid-American Conference,0.6364,0.5522,0.4973,0.5358
2019,kent-state,Kent State,Mid-American Conference,0.6061,0.555,0.4973,0.5377
2019,northern-illinois,Northern Illinois,Mid-American Conference,0.5938,0.5561,0.4973,0.5385
2019,akron,Akron,Mid-American Conference,0.5161,0.5632,0.4973,0.5434
2019,eastern-michigan,Eastern Michigan,Mid-American Conference,0.4516,0.569,0.4973,0.5475
2019,western-michigan,Western Michigan,Mid-American Conference,0.3333,0.5798,0.4973,0.555
2019,ball-state,Ball State,Mid-American Conference,0.2581,0.5866,0.4973,0.5598
2019,bowling-green-state,Bowling Green,Mid-American Conference,0.3,0.5828,0.4973,0.5572
2019,radford,Radford,Big South Conference,0.7879,0.4259,0.4973,0.4473
2019,high-point,High Point,Big South Conference,0.7097,0.4337,0.4973,0.4528
2019,hampton,Hampton,Big South Conference,0.5333,0.4514,0.4973,0.4652
2019,north-carolina-asheville,UNC Asheville,Big South Conference,0.5312,0.4516,0.4973,0.4653
2019,campbell,Campbell,Big South Conference,0.6389,0.4408,0.4973,0.4578
2019,gardner-webb,Gardner-Webb,Big South Conference,0.5161,0.4531,0.4973,0.4664
2019,charleston-southern,Charleston Southern,Big South Conference,0.4375,0.461,0.4973,0.4719
2019,winthrop,Winthrop,Big South Conference,0.3333,0.4714,0.4973,0.4792
2019,presbyterian,Presbyterian,Big South Conference,0.2258,0.4821,0.4973,0.4867
2019,south-carolina-upstate,South Carolina Upstate,Big South Conference,0.2333,0.4814,0.4973,0.4862
2019,longwood,Longwood,Big South Conference,0.1,0.4947,0.4973,0.4955
2019,quinnipiac,Quinnipiac,Metro Atlantic Athletic Conference,0.7879,0.3999,0.4973,0.4291
2019,rider,Rider,Metro Atlantic Athletic Conference,0.5938,0.4193,0.4973,0.4427
2019,marist,Marist,Metro Atlantic Athletic Conference,0.697,0.409,0.4973,0.4355
2019,monmouth,Monmouth,Metro Atlantic Athletic Conference,0.4516,0.4336,0.4973,0.4527
2019,manhattan,Manhattan,Metro Atlantic Athletic Conference,0.3871,0.44,0.4973,0.4572
2019,canisius,Canisius,Metro Atlantic Athletic Conference,0.3667,0.4421,0.4973,0.4586
2019,siena,Siena,Metro Atlantic Athletic Conference,0.4,0.4387,0.4973,0.4563
2019,niagara,Niagara,Metro Atlantic Athletic Conference,0.3871,0.44,0.4973,0.4572
2019,fairfield,Fairfield,Metro Atlantic Athletic Conference,0.3548,0.4432,0.4973,0.4595
2019,iona,Iona,Metro Atlantic Athletic Conference,0.1613,0.4626,0.4973,0.473
2019,saint-peters,Saint Peter's,Metro Atlantic Athletic Conference,0.2,0.4587,0.4973,0.4703
2019,lamar,Lamar,Southland Conference,0.7742,0.452,0.4973,0.4656
2019,stephen-f-austin,Stephen F. Austin,Southland Conference,0.7812,0.4514,0.4973,0.4652
2019,nicholls-state,Nicholls State,Southland Conference,0.625,0.4644,0.4973,0.4743
2019,abilene-christian,Abilene Christian,Southland Conference,0.697,0.4584,0.4973,0.4701
2019,sam-houston-state,Sam Houston,Southland Conference,0.5517,0.4705,0.4973,0.4785
2019,texas-am-corpus-christi,Texas A&M-Corpus Christi,Southland Conference,0.5152,0.4735,0.4973,0.4807
2019,new-orleans,New Orleans,Southland Conference,0.4286,0.4808,0.4973,0.4857
2019,central-arkansas,Central Arkansas,Southland Conference,0.4,0.4831,0.4973,0.4874
2019,northwestern-state,Northwestern State,Southland Conference,0.3793,0.4849,0.4973,0.4886
2019,mcneese-state,McNeese,Southland Conference,0.2414,0.4964,0.4973,0.4966
2019,incarnate-word,Incarnate Word,Southland Conference,0.1724,0.5021,0.4973,0.5007
2019,houston-baptist,Houston Christian,Southland Conference,0.3214,0.4897,0.4973,0.492
2019,southeastern-louisiana,Southeastern Louisiana,Southland Conference,0.3103,0.4906,0.4973,0.4926
2019,robert-morris,Robert Morris,Northeast Conference,0.6667,0.3886,0.4973,0.4212
2019,sacred-heart,Sacred Heart,Northeast Conference,0.5938,0.3967,0.4973,0.4269
2019,st-francis-ny,St. Francis (NY),Northeast Conference,0.5806,0.3982,0.4973,0.4279
2019,saint-francis-pa,Saint Francis (PA),Northeast Conference,0.4848,0.4088,0.4973,0.4354
2019,bryant,Bryant,Northeast Conference,0.3667,0.422,0.4973,0.4446
2019,mount-st-marys,Mount St. Mary's,Northeast Conference,0.4839,0.4089,0.4973,0.4355
2019,wagner,Wagner,Northeast Conference,0.3333,0.4257,0.4973,0.4472
2019,fairleigh-dickinson,FDU,Northeast Conference,0.2667,0.4331,0.4973,0.4523
2019,central-connecticut-state,Central Connecticut State,Northeast Conference,0.25,0.4349,0.4973,0.4536
2019,long-island-university,Long Island University,Northeast Conference,0.1379,0.4474,0.4973,0.4624
2019,bucknell,Bucknell,Patriot League,0.8235,0.4501,0.4973,0.4643
2019,american,American,Patriot League,0.6667,0.4676,0.4973,0.4765
2019,lehigh,Lehigh,Patriot League,0.6774,0.4664,0.4973,0.4756
2019,boston-university,Boston University,Patriot League,0.5172,0.4842,0.4973,0.4881
2019,holy-cross,Holy Cross,Patriot League,0.5806,0.4771,0.4973,0.4832
2019,colgate,Colgate,Patriot League,0.4138,0.4957,0.4973,0.4961
2019,army,Army,Patriot League,0.3667,0.5009,0.4973,0.4998
2019,navy,Navy,Patriot League,0.3448,0.5033,0.4973,0.5015
2019,loyola-md,Loyola (MD),Patriot League,0.2258,0.5165,0.4973,0.5108
2019,lafayette,Lafayette,Patriot League,0.2581,0.513,0.4973,0.5083
2020,south-carolina,South Carolina,Southeastern Conference,0.9697,0.569,0.5057,0.55
2020,mississippi-state,Mississippi State,Southeastern Conference,0.8182,0.5807,0.5057,0.5582
2020,arkansas,Arkansas,Southeastern Conference,0.75,0.5859,0.5057,0.5618
2020,kentucky,Kentucky,Southeastern Conference,0.7333,0.5872,0.5057,0.5627
2020,texas-am,Texas A&M,Southeastern Conference,0.7333,0.5872,0.5057,0.5627
2020,tennessee,Tennessee,Southeastern Conference,0.6774,0.5915,0.5057,0.5658
2020,louisiana-state,Louisiana State,Southeastern Conference,0.6667,0.5923,0.5057,0.5663
2020,alabama,Alabama,Southeastern Conference,0.6,0.5974,0.5057,0.5699
2020,georgia,Georgia,Southeastern Conference,0.5484,0.6014,0.5057,0.5727
2020,florida,Florida,Southeastern Conference,0.5,0.6051,0.5057,0.5753
2020,missouri,Missouri,Southeastern Conference,0.2903,0.6213,0.5057,0.5866
2020,vanderbilt,Vanderbilt,Southeastern Conference,0.4667,0.6077,0.5057,0.5771
2020,auburn,Auburn,Southeastern Conference,0.3793,0.6144,0.5057,0.5818
2020,mississippi,Mississippi,Southeastern Conference,0.2333,0.6256,0.5057,0.5897
2020,maryland,Maryland,Big Ten Conference,0.875,0.5809,0.5057,0.5583
2020,northwestern,Northwestern,Big Ten Conference,0.8667,0.5815,0.5057,0.5588
2020,iowa,Iowa,Big Ten Conference,0.7667,0.5892,0.5057,0.5642
2020,indiana,Indiana,Big Ten Conference,0.75,0.5905,0.5057,0.5651
2020,rutgers,Rutgers,Big Ten Conference,0.7097,0.5936,0.5057,0.5672
2020,ohio-state,Ohio State,Big Ten Conference,0.6364,0.5992,0.5057,0.5712
2020,michigan,Michigan,Big Ten Conference,0.6562,0.5977,0.5057,0.5701
2020,michigan-state,Michigan State,Big Ten Conference,0.5333,0.6072,0.5057,0.5767
2020,purdue,Purdue,Big Ten Conference,0.5625,0.6049,0.5057,0.5752
2020,nebraska,Nebraska,Big Ten Conference,0.5667,0.6046,0.5057,0.5749
2020,minnesota,Minnesota,Big Ten Conference,0.5161,0.6085,0.5057,0.5777
2020,wisconsin,Wisconsin,Big Ten Conference,0.3871,0.6184,0.5057,0.5846
2020,illinois,Illinois,Big Ten Conference,0.3667,0.62,0.5057,0.5857
2020,penn-state,Penn State,Big Ten Conference,0.2333,0.6302,0.5057,0.5929
2020,louisville,Louisville,Atlantic Coast Conference,0.875,0.5369,0.5057,0.5276
2020,north-carolina-state,NC State,Atlantic Coast Conference,0.875,0.5369,0.5057,0.5276
2020,duke,Duke,Atlantic Coast Conference,0.6,0.5565,0.5057,0.5413
2020,florida-state,Florida State,Atlantic Coast Conference,0.75,0.5458,0.5057,0.5338
2020,virginia-tech,Virginia Tech,Atlantic Coast Conference,0.7,0.5494,0.5057,0.5363
2020,boston-college,Boston College,Atlantic Coast Conference,0.625,0.5548,0.5057,0.5401
2020,georgia-tech,Georgia Tech,Atlantic Coast Conference,0.6452,0.5533,0.5057,0.539
2020,syracuse,Syracuse,Atlantic Coast Conference,0.5161,0.5625,0.5057,0.5455
2020,virginia,Virginia,Atlantic Coast Conference,0.4333,0.5685,0.5057,0.5496
2020,notre-dame,Notre Dame,Atlantic Coast Conference,0.4194,0.5695,0.5057,0.5503
2020,north-carolina,North Carolina,Atlantic Coast Conference,0.5333,0.5613,0.5057,0.5446
2020,miami-fl,Miami (FL),Atlantic Coast Conference,0.5,0.5637,0.5057,0.5463
2020,wake-forest,Wake Forest,Atlantic Coast Conference,0.5,0.5637,0.5057,0.5463
2020,clemson,Clemson,Atlantic Coast Conference,0.2581,0.581,0.5057,0.5584
2020,pittsburgh,Pittsburgh,Atlantic Coast Conference,0.1613,0.5879,0.5057,0.5632
2020,baylor,Baylor,Big 12 Conference,0.9333,0.5765,0.5057,0.5553
2020,texas-christian,Texas Christian,Big 12 Conference,0.7586,0.5959,0.5057,0.5689
2020,texas,Texas,Big 12 Conference,0.6333,0.6098,0.5057,0.5786
2020,iowa-state,Iowa State,Big 12 Conference,0.6207,0.6112,0.5057,0.5796
2020,kansas-state,Kansas State,Big 12 Conference,0.5517,0.6189,0.5057,0.585
2020,texas-tech,Texas Tech,Big 12 Conference,0.6207,0.6112,0.5057,0.5796
2020,west-virginia,West Virginia,Big 12 Conference,0.5862,0.6151,0.5057,0.5823
2020,oklahoma-state,Oklahoma State,Big 12 Conference,0.5,0.6246,0.5057,0.589
2020,oklahoma,Oklahoma,Big 12 Conference,0.4,0.6358,0.5057,0.5968
2020,kansas,Kansas,Big 12 Conference,0.5172,0.6227,0.5057,0.5876
2020,depaul,DePaul,Big East Conference,0.8485,0.4996,0.5057,0.5014
2020,marquette,Marquette,Big East Conference,0.75,0.5105,0.5057,0.5091
2020,butler,Butler,Big East Conference,0.6333,0.5235,0.5057,0.5181
2020,creighton,Creighton,Big East Conference,0.6333,0.5235,0.5057,0.5181
2020,seton-hall,Seton Hall,Big East Conference,0.6129,0.5257,0.5057,0.5197
2020,st-johns-ny,St. John's (NY),Big East Conference,0.6129,0.5257,0.5057,0.5197
2020,villanova,Villanova,Big East Conference,0.5806,0.5293,0.5057,0.5222
2020,providence,Providence,Big East Conference,0.4062,0.5487,0.5057,0.5358
2020,georgetown,Georgetown,Big East Conference,0.1667,0.5753,0.5057,0.5544
2020,xavier,Xavier,Big East Conference,0.1,0.5827,0.5057,0.5596
2020,connecticut,Connecticut,American Athletic Conference,0.9062,0.4835,0.5057,0.4902
2020,cincinnati,Cincinnati,American Athletic Conference,0.6875,0.5034,0.5057,0.5041
2020,central-florida,UCF,American Athletic Conference,0.6667,0.5053,0.5057,0.5054
2020,south-florida,South Florida,American Athletic Conference,0.5938,0.5119,0.5057,0.5101
2020,tulane,Tulane,American Athletic Conference,0.4516,0.5249,0.5057,0.5191
2020,temple,Temple,American Athletic Conference,0.5161,0.519,0.5057,0.515
2020,wichita-state,Wichita State,American Athletic Conference,0.5161,0.519,0.5057,0.515
2020,southern-methodist,Southern Methodist,American Athletic Conference,0.4483,0.5252,0.5057,0.5193
2020,east-carolina,East Carolina,American Athletic Conference,0.3,0.5386,0.5057,0.5288
2020,houston,Houston,American Athletic Conference,0.3871,0.5307,0.5057,0.5232
2020,memphis,Memphis,American Athletic Conference,0.4516,0.5249,0.5057,0.5191
2020,tulsa,Tulsa,American Athletic Conference,0.3,0.5386,0.5057,0.5288
2020,missouri-state,Missouri State,Missouri Valley Conference,0.8667,0.5215,0.5057,0.5167
2020,drake,Drake,Missouri Valley Conference,0.7333,0.5363,0.5057,0.5271
2020,bradley,Bradley,Missouri Valley Conference,0.7586,0.5335,0.5057,0.5251
2020,illinois-state,Illinois State,Missouri Valley Conference,0.6552,0.545,0.5057,0.5332
2020,northern-iowa,Northern Iowa,Missouri Valley Conference,0.6207,0.5488,0.5057,0.5359
2020,valparaiso,Valparaiso,Missouri Valley Conference,0.5862,0.5526,0.5057,0.5386
2020,southern-illinois,Southern Illinois,Missouri Valley Conference,0.5517,0.5564,0.5057,0.5412
2020,loyola-il,Loyola (IL),Missouri Valley Conference,0.5172,0.5603,0.5057,0.5439
2020,indiana-state,Indiana State,Missouri Valley Conference,0.1667,0.5992,0.5057,0.5712
2020,evansville,Evansville,Missouri Valley Conference,0.1034,0.6063,0.5057,0.5761
2020,gonzaga,Gonzaga,West Coast Conference,0.9032,0.4852,0.5057,0.4914
2020,san-diego,San Diego,West Coast Conference,0.6452,0.5139,0.5057,0.5114
2020,brigham-young,Brigham Young,West Coast Conference,0.6207,0.5166,0.5057,0.5133
2020,portland,Portland,West Coast Conference,0.6562,0.5126,0.5057,0.5106
2020,pacific,Pacific,West Coast Conference,0.5484,0.5246,0.5057,0.5189
2020,pepperdine,Pepperdine,West Coast Conference,0.5161,0.5282,0.5057,0.5215
2020,saint-marys-ca,Saint Mary's,West Coast Conference,0.3871,0.5425,0.5057,0.5315
2020,san-francisco,San Francisco,West Coast Conference,0.3871,0.5425,0.5057,0.5315
2020,santa-clara,Santa Clara,West Coast Conference,0.3871,0.5425,0.5057,0.5315
2020,loyola-marymount,Loyola Marymount,West Coast Conference,0.2188,0.5612,0.5057,0.5446
2020,dayton,Dayton,Atlantic 10 Conference,0.7576,0.4879,0.5057,0.4932
2020,virginia-commonwealth,Virginia Commonwealth,Atlantic 10 Conference,0.625,0.4981,0.5057,0.5004
2020,fordham,Fordham,Atlantic 10 Conference,0.6562,0.4957,0.5057,0.4987
2020,duquesne,Duquesne,Atlantic 10 Conference,0.6452,0.4965,0.5057,0.4993
2020,massachusetts,Massachusetts,Atlantic 10 Conference,0.6452,0.4965,0.5057,0.4993
2020,saint-louis,Saint Louis,Atlantic 10 Conference,0.5938,0.5005,0.5057,0.502
2020,davidson,Davidson,Atlantic 10 Conference,0.5161,0.5064,0.5057,0.5062
2020,george-washington,George Washington,Atlantic 10 Conference,0.4667,0.5102,0.5057,0.5089
2020,richmond,Richmond,Atlantic 10 Conference,0.4688,0.5101,0.5057,0.5088
2020,la-salle,La Salle,Atlantic 10 Conference,0.4333,0.5128,0.5057,0.5107
2020,rhode-island,Rhode Island,Atlantic 10 Conference,0.4483,0.5117,0.5057,0.5099
2020,st-bonaventure,St. Bonaventure,Atlantic 10 Conference,0.2333,0.5282,0.5057,0.5215
2020,saint-josephs,Saint Joseph's,Atlantic 10 Conference,0.3103,0.5223,0.5057,0.5173
2020,george-mason,George Mason,Atlantic 10 Conference,0.3,0.5231,0.5057,0.5179
2020,fresno-state,Fresno State,Mountain West Conference,0.7812,0.4745,0.5057,0.4838
2020,boise-state,Boise State,Mountain West Conference,0.7273,0.4799,0.5057,0.4876
2020,san-jose-state,San Jose State,Mountain West Conference,0.6129,0.4913,0.5057,0.4956
2020,wyoming,Wyoming,Mountain West Conference,0.5862,0.494,0.5057,0.4975
2020,san-diego-state,San Diego State,Mountain West Conference,0.4516,0.5074,0.5057,0.5069
2020,nevada-las-vegas,Nevada-Las Vegas,Mountain West Conference,0.4333,0.5093,0.5057,0.5082
2020,nevada,Nevada,Mountain West Conference,0.4839,0.5042,0.5057,0.5047
2020,air-force,Air Force,Mountain West Conference,0.3226,0.5203,0.5057,0.516
2020,new-mexico,New Mexico,Mountain West Conference,0.4688,0.5057,0.5057,0.5057
2020,colorado-state,Colorado State,Mountain West Conference,0.4,0.5126,0.5057,0.5105
2020,utah-state,Utah State,Mountain West Conference,0.2581,0.5268,0.5057,0.5205
2020,iupui,IU Indy,Horizon League,0.7419,0.4413,0.5057,0.4606
2020,wright-state,Wright State,Horizon League,0.6129,0.4556,0.5057,0.4707
2020,green-bay,Green Bay,Horizon League,0.5938,0.4578,0.5057,0.4722
2020,northern-kentucky,Northern Kentucky,Horizon League,0.625,0.4543,0.5057,0.4697
2020,milwaukee,Milwaukee,Horizon League,0.4839,0.47,0.5057,0.4807
2020,cleveland-state,Cleveland State,Horizon League,0.6562,0.4508,0.5057,0.4673
2020,youngstown-state,Youngstown State,Horizon League,0.4333,0.4756,0.5057,0.4846
2020,oakland,Oakland,Horizon League,0.3667,0.483,0.5057,0.4898
2020,detroit-mercy,Detroit Mercy,Horizon League,0.1,0.5126,0.5057,0.5106
2020,illinois-chicago,Illinois-Chicago,Horizon League,0.1,0.5126,0.5057,0.5106
2020,stony-brook,Stony Brook,America East Conference,0.9032,0.4031,0.5057,0.4339
2020,maine,Maine,America East Conference,0.5625,0.4457,0.5057,0.4637
2020,massachusetts-lowell,Massachusetts-Lowell,America East Conference,0.5161,0.4515,0.5057,0.4678
2020,binghamton,Binghamton,America East Conference,0.7097,0.4273,0.5057,0.4508
2020,new-hampshire,New Hampshire,America East Conference,0.3448,0.4729,0.5057,0.4827
2020,vermont,Vermont,America East Conference,0.4,0.466,0.5057,0.4779
2020,maryland-baltimore-county,Maryland-Baltimore County,America East Conference,0.3571,0.4714,0.5057,0.4817
2020,albany-ny,Albany (NY),America East Conference,0.3,0.4785,0.5057,0.4867
2020,hartford,Hartford,America East Conference,0.0345,0.5117,0.5057,0.5099
2020,missouri-kansas-city,Kansas City,Western Athletic Conference,0.6774,0.4212,0.5057,0.4465
2020,grand-canyon,Grand Canyon,Western Athletic Conference,0.5556,0.4364,0.5057,0.4572
2020,utah-valley,Utah Valley,Western Athletic Conference,0.4286,0.4523,0.5057,0.4683
2020,cal-state-bakersfield,Cal State Bakersfield,Western Athletic Conference,0.5517,0.4369,0.5057,0.4575
2020,texas-pan-american,Texas-Rio Grande Valley,Western Athletic Conference,0.4333,0.4517,0.5057,0.4679
2020,new-mexico-state,New Mexico State,Western Athletic Conference,0.4,0.4558,0.5057,0.4708
2020,california-baptist,California Baptist,Western Athletic Conference,0.5161,0.4413,0.5057,0.4606
2020,seattle,Seattle,Western Athletic Conference,0.4483,0.4498,0.5057,0.4666
2020,chicago-state,Chicago State,Western Athletic Conference,0.0357,0.5014,0.5057,0.5027
2020,princeton,Princeton,Ivy League,0.963,0.5258,0.5057,0.5198
2020,pennsylvania,Pennsylvania,Ivy League,0.7407,0.5576,0.5057,0.542
2020,yale,Yale,Ivy League,0.7037,0.5629,0.5057,0.5457
2020,columbia,Columbia,Ivy League,0.6296,0.5735,0.5057,0.5531
2020,harvard,Harvard,Ivy League,0.5556,0.584,0.5057,0.5606
2020,dartmouth,Dartmouth,Ivy League,0.3704,0.6105,0.5057,0.5791
2020,cornell,Cornell,Ivy League,0.3846,0.6085,0.5057,0.5776
2020,brown,Brown,Ivy League,0.2963,0.6211,0.5057,0.5865
2020,north-carolina-greensboro,UNC Greensboro,Southern Conference,0.7188,0.3971,0.5057,0.4297
2020,samford,Samford,Southern Conference,0.5625,0.4194,0.5057,0.4453
2020,chattanooga,Chattanooga,Southern Conference,0.3793,0.4456,0.5057,0.4636
2020,furman,Furman,Southern Conference,0.6129,0.4122,0.5057,0.4403
2020,wofford,Wofford,Southern Conference,0.5,0.4283,0.5057,0.4515
2020,east-tennessee-state,East Tennessee State,Southern Conference,0.3,0.4569,0.5057,0.4715
2020,mercer,Mercer,Southern Conference,0.2581,0.4629,0.5057,0.4757
2020,western-carolina,Western Carolina,Southern Conference,0.1667,0.4759,0.5057,0.4849
2020,montana-state,Montana State,Big Sky Conference,0.8065,0.4406,0.5057,0.4602
2020,idaho,Idaho,Big Sky Conference,0.7097,0.4503,0.5057,0.4669
2020,idaho-state,Idaho State,Big Sky Conference,0.5806,0.4632,0.5057,0.476
2020,montana,Montana,Big Sky Conference,0.5667,0.4646,0.5057,0.477
2020,northern-arizona,Northern Arizona,Big Sky Conference,0.5161,0.4697,0.5057,0.4805
2020,southern-utah,Southern Utah,Big Sky Conference,0.5806,0.4632,0.5057,0.476
2020,portland-state,Portland State,Big Sky Conference,0.5,0.4713,0.5057,0.4816
2020,northern-colorado,Northern Colorado,Big Sky Conference,0.4194,0.4794,0.5057,0.4873
2020,sacramento-state,Sacramento State,Big Sky Conference,0.2667,0.4946,0.5057,0.498
2020,eastern-washington,Eastern Washington,Big Sky Conference,0.1333,0.508,0.5057,0.5073
2020,weber-state,Weber State,Big Sky Conference,0.1333,0.508,0.5057,0.5073
2020,bethune-cookman,Bethune-Cookman,Mid-Eastern Athletic Conference,0.7931,0.3953,0.5057,0.4284
2020,norfolk-state,Norfolk State,Mid-Eastern Athletic Conference,0.6333,0.4113,0.5057,0.4396
2020,morgan-state,Morgan State,Mid-Eastern Athletic Conference,0.5667,0.4179,0.5057,0.4443
2020,north-carolina-at,North Carolina A&T,Mid-Eastern Athletic Conference,0.6552,0.4091,0.5057,0.4381
2020,north-carolina-central,North Carolina Central,Mid-Eastern Athletic Conference,0.4333,0.4313,0.5057,0.4536
2020,delaware-state,Delaware State,Mid-Eastern Athletic Conference,0.4,0.4346,0.5057,0.4559
2020,howard,Howard,Mid-Eastern Athletic Conference,0.5161,0.423,0.5057,0.4478
2020,maryland-eastern-shore,Maryland-Eastern Shore,Mid-Eastern Athletic Conference,0.3226,0.4423,0.5057,0.4614
2020,florida-am,Florida A&M,Mid-Eastern Athletic Conference,0.2222,0.4524,0.5057,0.4684
2020,coppin-state,Coppin State,Mid-Eastern Athletic Conference,0.1034,0.4643,0.5057,0.4767
2020,south-carolina-state,South Carolina State,Mid-Eastern Athletic Conference,0.1,0.4646,0.5057,0.4769
2020,troy,Troy,Sun Belt Conference,0.8621,0.4452,0.5057,0.4634
2020,coastal-carolina,Coastal Carolina,Sun Belt Conference,0.8621,0.4452,0.5057,0.4634
2020,texas-arlington,UT Arlington,Sun Belt Conference,0.6562,0.4639,0.5057,0.4765
2020,louisiana-lafayette,Louisiana,Sun Belt Conference,0.6129,0.4679,0.5057,0.4792
2020,south-alabama,South Alabama,Sun Belt Conference,0.5,0.4782,0.5057,0.4864
2020,arkansas-little-rock,Little Rock,Sun Belt Conference,0.3871,0.4884,0.5057,0.4936
2020,appalachian-state,Appalachian State,Sun Belt Conference,0.3667,0.4903,0.5057,0.4949
2020,arkansas-state,Arkansas State,Sun Belt Conference,0.3667,0.4903,0.5057,0.4949
2020,georgia-southern,Georgia Southern,Sun Belt Conference,0.3333,0.4933,0.5057,0.497
2020,texas-state,Texas State,Sun Belt Conference,0.4333,0.4842,0.5057,0.4907
2020,georgia-state,Georgia State,Sun Belt Conference,0.2759,0.4985,0.5057,0.5007
2020,louisiana-monroe,Louisiana-Monroe,Sun Belt Conference,0.1034,0.5142,0.5057,0.5117
2020,south-dakota,South Dakota,Summit League,0.9375,0.4317,0.5057,0.4539
2020,south-dakota-state,South Dakota State,Summit League,0.697,0.4617,0.5057,0.4749
2020,denver,Denver,Summit League,0.5,0.4863,0.5057,0.4922
2020,western-illinois,Western Illinois,Summit League,0.5,0.4863,0.5057,0.4922
2020,oral-roberts,Oral Roberts,Summit League,0.4839,0.4884,0.5057,0.4936
2020,north-dakota-state,North Dakota State,Summit League,0.3667,0.503,0.5057,0.5038
2020,north-dakota,North Dakota,Summit League,0.5,0.4863,0.5057,0.4922
2020,nebraska-omaha,Omaha,Summit League,0.2333,0.5197,0.5057,0.5155
2020,ipfw,Purdue Fort Wayne,Summit League,0.1724,0.5273,0.5057,0.5208
2020,jackson-state,Jackson State,Southwest Athletic Conference,0.6552,0.3729,0.5057,0.4127
2020,texas-southern,Texas Southern,Southwest Athletic Conference,0.6667,0.3716,0.5057,0.4118
2020,southern,Southern,Southwest Athletic Conference,0.5333,0.3864,0.5057,0.4222
2020,alabama-am,Alabama A&M,Southwest Athletic Conference,0.5667,0.3827,0.5057,0.4196
2020,alcorn-state,Alcorn State,Southwest Athletic Conference,0.4194,0.3991,0.5057,0.4311
2020,prairie-view,Prairie View A&M,Southwest Athletic Conference,0.3871,0.4027,0.5057,0.4336
2020,alabama-state,Alabama State,Southwest Athletic Conference,0.3,0.4123,0.5057,0.4404
2020,arkansas-pine-bluff,Arkansas-Pine Bluff,Southwest Athletic Conference,0.2414,0.4189,0.5057,0.4449
2020,grambling,Grambling,Southwest Athletic Conference,0.1724,0.4265,0.5057,0.4503
2020,mississippi-valley-state,Mississippi Valley State,Southwest Athletic Conference,0.069,0.438,0.5057,0.4583
2020,belmont,Belmont,Ohio Valley Conference,0.7097,0.4673,0.5057,0.4789
2020,tennessee-martin,Tennessee-Martin,Ohio Valley Conference,0.6875,0.4693,0.5057,0.4803
2020,southeast-missouri-state,Southeast Missouri State,Ohio Valley Conference,0.7812,0.4608,0.5057,0.4743
2020,eastern-illinois,Eastern Illinois,Ohio Valley Conference,0.6129,0.4761,0.5057,0.485
2020,tennessee-tech,Tennessee Tech,Ohio Valley Conference,0.5667,0.4803,0.5057,0.488
2020,jacksonville-state,Jacksonville State,Ohio Valley Conference,0.4667,0.4894,0.5057,0.4943
2020,austin-peay,Austin Peay,Ohio Valley Conference,0.6,0.4773,0.5057,0.4858
2020,murray-state,Murray State,Ohio Valley Conference,0.4667,0.4894,0.5057,0.4943
2020,morehead-state,Morehead State,Ohio Valley Conference,0.3333,0.5015,0.5057,0.5028
2020,eastern-kentucky,Eastern Kentucky,Ohio Valley Conference,0.3793,0.4974,0.5057,0.4999
2020,tennessee-state,Tennessee State,Ohio Valley Conference,0.1429,0.5189,0.5057,0.5149
2020,southern-illinois-edwardsville,Southern Illinois-Edwardsville,Ohio Valley Conference,0.1034,0.5224,0.5057,0.5174
2020,rice,Rice,Conference USA,0.7241,0.5234,0.5057,0.5181
2020,old-dominion,Old Dominion,Conference USA,0.8,0.5176,0.5057,0.514
2020,western-kentucky,Western Kentucky,Conference USA,0.7586,0.5208,0.5057,0.5163
2020,middle-tennessee,Middle Tennessee,Conference USA,0.7,0.5253,0.5057,0.5194
2020,alabama-birmingham,UAB,Conference USA,0.6452,0.5295,0.5057,0.5224
2020,charlotte,Charlotte,Conference USA,0.7,0.5253,0.5057,0.5194
2020,texas-el-paso,UTEP,Conference USA,0.5333,0.5381,0.5057,0.5284
2020,southern-mississippi,Southern Mississippi,Conference USA,0.5,0.5407,0.5057,0.5302
2020,florida-atlantic,Florida Atlantic,Conference USA,0.4333,0.5458,0.5057,0.5338
2020,marshall,Marshall,Conference USA,0.4333,0.5458,0.5057,0.5338
2020,louisiana-tech,Louisiana Tech,Conference USA,0.5,0.5407,0.5057,0.5302
2020,north-texas,North Texas,Conference USA,0.3871,0.5494,0.5057,0.5363
2020,florida-international,Florida International,Conference USA,0.2069,0.5632,0.5057,0.546
2020,texas-san-antonio,UTSA,Conference USA,0.2069,0.5632,0.5057,0.546
2020,california-davis,UC Davis,Big West Conference,0.5862,0.4313,0.5057,0.4536
2020,hawaii,Hawaii,Big West Conference,0.5333,0.4379,0.5057,0.4582
2020,california-santa-barbara,UC Santa Barbara,Big West Conference,0.4828,0.4442,0.5057,0.4627
2020,california-irvine,UC Irvine,Big West Conference,0.4194,0.4521,0.5057,0.4682
2020,cal-state-fullerton,Cal State Fullerton,Big West Conference,0.5484,0.436,0.5057,0.4569
2020,long-beach-state,Long Beach State,Big West Conference,0.4333,0.4504,0.5057,0.467
2020,cal-state-northridge,Cal State Northridge,Big West Conference,0.3871,0.4562,0.5057,0.471
2020,cal-poly,Cal Poly,Big West Conference,0.3793,0.4571,0.5057,0.4717
