player_id,player,pos,n_seasons,most_recent_year,total_mp,mpg_latest,mpg,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,oreb_per_g,dreb_per_g,treb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,oreb_pct,dreb_pct,treb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_40,obpm,dbpm,bpm,wins,losses,trend_bpm,trend_pts_per_g,trend_ws_per_40,conference,team,team_id,adj_opp_win_pct,opp_win_pct,height_in,weight_lbs,cluster,pca1,pca2,archetype,archetype_score,rank_in_archetype,ast_tov_ratio,three_rate,inside_score,def_composite,is_multi_year,readiness_score
Sigrun Olafsdottir,Sigrun Olafsdottir,G,1,2025,660,38.2,38.2,2.7,6.6,0.412,1.6,4.1,0.3999999999999999,1.1,2.5,0.432,0.536,0.7000000000000001,0.7999999999999999,0.808,0.7999999999999999,4.3,5.1,2.9999999999999996,2.3,0.1999999999999999,1.4999999999999998,1.9,7.7,15.7,0.456,0.038,0.328,9.5,15.6,0.127,0.125,3.5,1.7,19.6,0.275,0.5,1.6,2.1,0.1239999999999999,-4.5,0.7000000000000001,-3.8,17.0,15.000000000000002,0.0,0.0,0.0,Southern Conference,Chattanooga,chattanooga,0.5233,0.5037,,,2,2.052993426,0.700506762,Primary Creator,0.2552518535004595,469.0,1.875,0.6119402985074627,0.4752,4.1,0,39.65
Amaris Baker,Amaris Baker,G,1,2025,1130,37.7,37.7,6.6,16.3,0.402,1.5,5.1,0.289,5.1,11.3,0.453,0.4469999999999999,2.4,3.2,0.732,1.6,2.5,4.2,1.9,0.9,0.0,2.2,1.9,17.0,16.8,0.475,0.31,0.198,4.9,8.1,0.065,0.129,1.4,0.1,10.8,0.276,2.5,0.9,3.4,0.1209999999999999,1.4,-3.0,-1.7,17.0,13.0,0.0,0.0,0.0,Coastal Athletic Association,Drexel,drexel,0.5082,0.4921,,,2,2.146903783,0.884908696,Primary Creator,0.129632627849901,526.0,0.8260869565217391,0.3109756097560975,2.3103,1.8,0,42.47
Belle Lanpher,Belle Lanpher,G,1,2025,942,37.7,37.7,7.5,16.9,0.444,1.9,4.9,0.388,5.6,12.0,0.467,0.5,5.4,6.0,0.892,1.7,4.0,5.6,3.5,1.5,0.1,3.0,3.0,22.3,13.7,0.417,0.244,0.163,6.4,13.3,0.098,0.156,1.4,2.1,12.6,0.1939999999999999,0.9,0.5,1.5,0.063,-1.4,-3.4,-4.8,11.0,19.0,0.0,0.0,0.0,Northeast Conference,Central Connecticut State,central-connecticut-state,0.4277,0.4226,,,2,3.832291226,0.662325883,Primary Creator,-1.121609976356615,1074.0,1.129032258064516,0.2882352941176471,2.6152,2.1,0,33.61
Mackenzie Amalia,Mackenzie Amalia,G,1,2025,870,37.4,37.4,3.0,9.3,0.316,1.3,5.2,0.257,1.6,4.1,0.391,0.388,2.1,2.8,0.746,0.9,1.3,2.2,4.599999999999999,1.2,0.1,3.8,2.0,9.3,11.5,0.505,0.44,0.351,6.4,9.9,0.08,0.07,2.2999999999999994,0.9,19.0,0.141,1.0,-0.6,0.4,0.016,-0.7,-2.2999999999999994,-3.1,2.0,27.0,0.0,0.0,0.0,Mid-American Conference,Eastern Michigan,eastern-michigan,0.5225,0.5026,,,2,2.46413765,0.817253171,Primary Creator,-1.6187418021165223,1157.0,1.1794871794871793,0.5531914893617021,0.6256,0.7000000000000001,0,35.48
Grace Larkins,Grace Larkins,G,1,2025,1158,37.4,37.4,9.1,18.4,0.493,1.0,3.2,0.323,8.0,15.2,0.529,0.521,4.8,6.6,0.723,2.2,7.299999999999999,9.5,5.5,1.7999999999999998,0.4,4.0,2.5,24.0,34.8,0.556,0.174,0.361,6.5,21.7,0.142,0.4479999999999999,2.8,1.0,15.699999999999998,0.363,5.9,0.8,6.699999999999999,0.232,5.9,0.1,6.0,11.0,20.0,0.0,0.0,0.0,Summit League,South Dakota,south-dakota,0.5169,0.5071,,,2,6.486642064,-0.995165765,Primary Creator,1.8334570846139775,33.0,1.3414634146341464,0.1729729729729729,4.232,3.0,0,67.08
Peyton Carter,Peyton Carter,G,1,2025,941,37.2,37.2,3.4,8.6,0.393,2.4,6.7,0.366,0.9,1.9,0.484,0.535,2.3,2.8,0.843,1.2,3.6,4.8,3.7,1.7,0.3,2.1,2.2,11.5,15.6,0.525,0.33,0.374,3.5,14.7,0.092,0.217,2.2,0.6,25.2,0.241,1.5,1.2,2.8,0.118,-1.2,-1.2,-2.3,26.0,6.0,0.0,0.0,0.0,Ohio Valley Conference,Tennessee Tech,tennessee-tech,0.5017,0.4843,,,2,3.413509122,1.340274369,Primary Creator,0.9562426868605324,180.0,1.6818181818181817,0.7701149425287357,0.4356,3.2,0,43.11
Savannah Tucker,Savannah Tucker,G,1,2025,1112,37.1,37.1,5.1,13.4,0.379,1.9,5.8,0.322,3.2,7.6,0.423,0.4489999999999999,4.6,5.7,0.807,0.4,2.5,2.8,2.4,1.2,0.7,1.7,1.4,16.6,19.0,0.516,0.434,0.4259999999999999,0.9000000000000001,6.5,0.037,0.136,1.8000000000000005,1.8000000000000005,9.4,0.215,3.4999999999999996,0.7,4.3,0.154,3.0,-1.4,1.6,16.0,13.999999999999998,0.0,0.0,0.0,Big West Conference,Long Beach State,long-beach-state,0.4757,0.466,,,2,3.432321573,0.490182645,Primary Creator,0.6557196259380509,291.0,1.3333333333333333,0.4296296296296297,1.3536,2.5999999999999996,0,48.82
Emma Ronsiek,Emma Ronsiek,F,1,2025,1188,37.1,37.1,6.1,14.6,0.418,2.3,6.3,0.355,3.8,8.3,0.466,0.495,3.3,4.0,0.814,0.9000000000000001,5.1,6.0,2.6,0.8,0.3,1.4,1.3,17.7,24.0,0.537,0.435,0.276,2.9,14.7,0.091,0.162,1.3,1.0,8.0,0.265,4.3,1.4,5.7,0.19,5.7,-0.6,5.2,22.0,10.0,0.0,0.0,0.0,Mountain West Conference,Colorado State,colorado-state,0.5339,0.5208,,,2,2.584762277,0.950322831,Primary Creator,1.446326669773841,71.0,1.7333333333333334,0.4285714285714286,1.7708,2.5,0,58.16
Jalynn Gregory,Jalynn Gregory,G,1,2025,1243,37.0,37.0,4.0,10.3,0.3899999999999999,2.7,7.400000000000001,0.364,1.3,2.9,0.455,0.521,2.3,2.6,0.911,0.3999999999999999,3.7000000000000006,4.1,1.8,1.8,0.1999999999999999,1.7000000000000002,2.5,13.0,22.9,0.53,0.272,0.365,3.4000000000000004,16.6,0.104,0.114,1.6,4.0,14.0,0.272,3.4000000000000004,3.3,6.7,0.217,3.9,2.7,6.6,26.0,9.0,0.0,0.0,0.0,Conference USA,Middle Tennessee,middle-tennessee,0.5442,0.5237,,,2,3.073747911,1.323913156,Primary Creator,1.2198092568541348,112.0,1.0,0.7115384615384617,0.5915,5.3,0,61.67
Naudia Evans,Naudia Evans,G,1,2025,1105,36.8,36.8,5.4,16.4,0.33,1.5,5.5,0.28,3.9,10.9,0.355,0.377,3.5000000000000004,4.4,0.797,0.6,4.7,5.2,5.9,1.6,0.2,3.6,1.5,15.900000000000002,19.0,0.429,0.334,0.271,1.7,15.900000000000002,0.083,0.3829999999999999,2.5,0.5,16.3,0.31,1.6,1.1,2.7,0.097,1.5,-1.8,-0.3,14.000000000000002,16.0,0.0,0.0,0.0,West Coast Conference,Loyola Marymount,loyola-marymount,0.468,0.4701,,,2,4.967976752,0.480191642,Primary Creator,0.3365447659982672,427.0,1.5945945945945943,0.3333333333333333,1.3845,2.9000000000000004,0,42.65
Megan McConnell,Megan McConnell,G,1,2025,1251,36.8,36.8,6.6000000000000005,14.2,0.469,2.2,6.6000000000000005,0.33,4.5,7.6,0.589,0.546,2.9,4.7,0.625,1.5,5.6,7.200000000000001,5.0,4.1,0.3,2.6,1.8000000000000005,18.4,30.100000000000005,0.561,0.4649999999999999,0.332,4.3,16.3,0.103,0.301,5.900000000000001,0.8,13.5,0.243,5.3,3.2,8.4,0.27,7.000000000000001,4.5,11.4,21.0,13.0,0.0,0.0,0.0,Atlantic 10 Conference,Duquesne,duquesne,0.5056,0.4979,,,2,6.574728322,0.87383511,Primary Creator,1.849076263641004,32.0,1.8518518518518516,0.4615384615384616,2.6505,7.6,0,71.91
Kymora Johnson,Kymora Johnson,G,1,2025,1175,36.7,36.7,6.400000000000001,14.5,0.4419999999999999,2.1,5.5,0.384,4.3,9.0,0.477,0.515,3.0,3.3999999999999995,0.889,0.4000000000000001,5.5,6.0,5.8,1.9,0.4000000000000001,3.5,1.8,17.9,25.0,0.557,0.381,0.233,1.3,14.900000000000002,0.084,0.337,2.8,1.1,17.9,0.253,4.2,1.4,5.7,0.193,6.2,2.7,8.9,17.0,15.000000000000002,0.0,0.0,0.0,Atlantic Coast Conference,Virginia,virginia,0.5442,0.5363,,,2,4.87062876,1.02221164,Primary Creator,1.216495246293201,114.0,1.611111111111111,0.3767123287671233,2.0511,3.7,0,63.06
Caia Elisaldez,Caia Elisaldez,G,1,2025,1222,36.7,36.7,5.5,11.2,0.486,0.6,2.4,0.257,4.8,8.8,0.547,0.513,2.6,3.4000000000000004,0.755,0.7,2.0,2.7,4.9,1.1,0.0,3.7,2.8,14.1,15.400000000000002,0.553,0.616,0.123,2.6,13.2,0.081,0.161,3.6,0.7,18.0,0.118,2.1,2.7,4.8,0.157,-0.0999999999999999,3.1000000000000005,2.9,17.0,15.0,0.0,0.0,0.0,Southern Conference,Chattanooga,chattanooga,0.5233,0.5037,,,2,2.24043376,0.43584971,Primary Creator,-0.6518540170641408,920.0,1.2894736842105263,0.2123893805309734,2.6256,3.8,0,52.2
Georgia Amoore,Georgia Amoore,G,1,2025,1137,36.7,36.7,7.1000000000000005,16.8,0.423,2.5,7.500000000000001,0.336,4.6,9.4,0.493,0.498,2.8,3.3999999999999995,0.8370000000000001,0.4,1.9,2.3,6.9,1.0,0.4,3.1,1.6,19.6,24.6,0.531,0.444,0.199,1.1,5.0,0.032,0.368,1.6,0.8999999999999999,14.3,0.285,4.9,1.1,6.0,0.2119999999999999,8.3,1.7999999999999998,10.1,23.0,8.0,0.0,0.0,0.0,Southeastern Conference,Kentucky,kentucky,0.6148,0.5897,,,2,4.451560171,1.716333545,Primary Creator,1.7318519877775267,42.0,2.15625,0.4437869822485207,2.2678,2.5,0,63.82
Taleah Washington,Taleah Washington,G,1,2025,751,36.7,36.7,4.3,13.5,0.32,1.2,4.9,0.245,3.1,8.5,0.364,0.365,4.3,5.700000000000001,0.743,0.8999999999999999,3.4,4.4,4.6,1.1,0.3,4.3,2.2,14.1,13.9,0.521,0.05,0.518,5.9,7.400000000000001,0.066,0.175,4.6,0.3,29.600000000000005,0.1669999999999999,0.4,0.8999999999999999,1.3,0.07,-5.0,-1.1,-6.1,8.0,21.0,0.0,0.0,0.0,Northeast Conference,Wagner,wagner,0.3829,0.3967,,,2,4.195201239,0.193813219,Primary Creator,-1.0159927304128908,1043.0,1.0454545454545454,0.3602941176470589,1.1284,2.3,0,37.86
Maddie Walsh,Maddie Walsh,G,1,2025,1170,36.6,36.6,4.3,11.2,0.383,1.6999999999999995,5.8,0.283,2.6,5.3,0.491,0.4570000000000001,1.1,1.4,0.818,0.3,2.5,2.8,1.7999999999999998,0.7,1.2,1.6999999999999995,1.3,11.3,12.1,0.479,0.522,0.123,0.8999999999999999,6.6,0.04,0.103,1.0,3.0,12.3,0.183,1.2,0.7,2.0,0.067,0.4,-1.0,-0.6,16.0,16.0,0.0,0.0,0.0,American Athletic Conference,UAB,alabama-birmingham,0.4522,0.4629,,,3,1.466076558,0.30855965,Interior Defender,-0.6385885186497563,413.0,1.0,0.5132743362831859,1.2766000000000002,2.5999999999999996,0,39.72
Allie Meadows,Allie Meadows,G,1,2025,881,36.5,36.5,2.6,6.299999999999999,0.414,1.7,4.6,0.372,0.9,1.7,0.525,0.549,0.7,0.9,0.828,0.6,2.4,3.1,3.1,0.7,0.4,1.1,2.5,7.6,12.000000000000002,0.544,0.707,0.215,1.6,5.3,0.036,0.061,1.1,0.1,12.8,0.1689999999999999,1.7,0.2,1.9,0.084,-0.7,-2.8,-3.4,17.0,17.0,0.0,0.0,0.0,Ohio Valley Conference,Western Illinois,western-illinois,0.4552,0.4574,,,1,0.28181195,1.597105131,Balanced Contributor,0.3873063179212723,430.0,2.583333333333333,0.7187500000000001,0.4725,1.3,0,39.57
Sharn Hayward,Sharn Hayward,G,1,2025,1206,36.5,36.5,5.5,13.599999999999998,0.402,3.3999999999999995,9.0,0.372,2.1,4.5,0.46,0.526,1.5,1.6999999999999995,0.86,0.3,1.8000000000000005,2.1,2.9,0.5,0.0,3.0,2.0,15.8,14.8,0.547,0.665,0.127,0.9000000000000001,5.4,0.032,0.18,0.8,0.1,17.1,0.242,2.6,0.1,2.7,0.091,0.3,-5.5,-5.2,17.0,16.0,0.0,0.0,0.0,Northeast Conference,Stonehill,stonehill,0.393,0.401,,,2,2.720230914,2.86029338,Primary Creator,0.5885653350581508,317.0,0.935483870967742,0.6569343065693432,0.966,0.6,0,38.95
Jackie Grisdale,Jackie Grisdale,G,1,2025,1020,36.4,36.4,3.5,8.2,0.419,2.3,5.7,0.401,1.2,2.6,0.4590000000000001,0.557,1.7,2.1,0.809,1.0,2.6,3.6,1.2,1.1,0.2,0.7,1.8,10.8,15.2,0.504,0.432,0.166,3.2,9.0,0.061,0.108,2.1,0.1,12.1,0.187,2.0,1.4,3.4,0.134,0.6,-0.3,0.3,28.0,5.0,0.0,0.0,0.0,Metro Atlantic Athletic Conference,Quinnipiac,quinnipiac,0.5074,0.4958,,,2,1.107830517,1.874129962,Primary Creator,0.7730550718800857,236.0,1.5,0.6867469879518073,0.5508000000000001,2.7,0,45.32
Louella Allana,Louella Allana,G,1,2025,417,36.4,36.4,1.6,6.0,0.263,1.0,4.1,0.244,0.6,1.9,0.304,0.346,0.0,0.1,0.5,0.6,2.2,2.7,5.7,1.4,0.1,2.3,1.5,4.2,4.7,0.38,0.701,0.373,3.9,8.4,0.061,0.118,1.3,0.6,21.0,0.131,-0.1,0.3,0.2,0.019,-5.8,-2.0,-7.7,11.0,19.0,0.0,0.0,0.0,Metro Atlantic Athletic Conference,Saint Peter's,saint-peters,0.4737,0.463,,,2,0.556727805,1.194712198,Primary Creator,-1.668885725965951,1162.0,2.375,0.6721311475409836,0.1823999999999999,1.8000000000000005,0,24.29
Brandi Williams,Brandi Williams,G,1,2025,1057,36.4,36.4,3.9,10.3,0.38,2.2,6.3,0.35,1.7,4.0,0.427,0.487,2.9,3.4999999999999996,0.822,0.9,2.9,3.8,1.2,1.2,0.0,1.6,2.5,12.9,16.0,0.539,0.61,0.337,2.7,9.9,0.06,0.075,2.0,0.1,11.7,0.193,2.6,0.6,3.2,0.119,0.8,-1.5,-0.6,13.999999999999998,16.0,0.0,0.0,0.0,West Coast Conference,Loyola Marymount,loyola-marymount,0.468,0.4701,,,2,2.077716038,1.734679467,Primary Creator,0.4364699800095596,378.0,0.7058823529411764,0.6057692307692307,0.7259,1.7999999999999998,0,44.94
Kelsey Ransom,Kelsey Ransom,G,1,2025,1126,36.3,36.3,7.300000000000001,17.2,0.423,1.0,3.2,0.3,6.3,14.0,0.452,0.451,4.8,6.8,0.714,1.6,4.5,6.1,3.8,2.1,0.2,4.0,3.1,20.4,25.8,0.499,0.187,0.393,5.2,14.499999999999998,0.098,0.298,3.5,0.6,16.4,0.345,3.7,1.2,4.9,0.174,5.4,1.6,7.0,12.0,19.0,0.0,0.0,0.0,Big East Conference,Georgetown,georgetown,0.5896,0.5666,,,2,5.97227366,-0.707189413,Primary Creator,0.4453232516595646,374.0,0.926829268292683,0.1849710982658959,2.8476000000000004,3.5,0,58.28
Kyla Bryant,Kyla Bryant,G,1,2025,1053,36.3,36.3,4.2,13.3,0.318,1.1,4.4,0.244,3.2,9.0,0.354,0.358,3.5,4.6,0.767,0.7,3.8,4.5,3.3,1.1,0.1,5.1,2.2,13.1,8.0,0.421,0.328,0.344,1.9,10.1,0.061,0.222,1.5,0.2,24.9,0.248,-0.6,0.1,-0.5,-0.021,-4.0,-4.6,-8.6,9.0,21.0,0.0,0.0,0.0,Mid-Eastern Athletic Conference,North Carolina Central,north-carolina-central,0.4881,0.4712,,,2,4.312797453,0.171742519,Primary Creator,-1.978493529967337,1186.0,0.6346153846153847,0.3283582089552239,1.1328,1.3000000000000005,0,23.88
Gal Raviv,Gal Raviv,G,1,2025,1200,36.2,36.2,7.0,15.7,0.448,1.2,4.0,0.311,5.8,11.7,0.495,0.4869999999999999,2.6,3.5,0.748,0.5,5.0,5.5,4.3,1.4,0.0,3.3999999999999995,2.2,17.9,16.7,0.588,0.688,0.25,3.3,8.7,0.06,0.063,1.8000000000000005,0.5,6.7,0.143,3.6000000000000005,1.6,5.2,0.172,3.2,0.1,3.3,28.0,5.0,0.0,0.0,0.0,Metro Atlantic Athletic Conference,Quinnipiac,quinnipiac,0.5074,0.4958,,,2,2.5478372,1.029727675,Primary Creator,-0.411487283721993,815.0,1.2285714285714286,0.2531645569620253,2.871,3.0,0,53.21
Kaitlin Peterson,Kaitlin Peterson,G,1,2025,951,36.2,36.2,7.4,18.6,0.398,1.8,5.8,0.309,5.6,12.7,0.438,0.446,4.8,6.5,0.75,0.5,1.7,2.2,1.9,2.1,0.0,2.5,1.7,21.4,9.8,0.455,0.319,0.355,1.7,7.8,0.047,0.155,1.9,0.8,22.7,0.185,0.4,-0.1,0.3,0.014,-0.4,-0.3,-0.7,12.0,18.0,0.0,0.0,0.0,Big 12 Conference,UCF,central-florida,0.5704,0.5488,,,2,4.281715526,1.129342767,Primary Creator,-0.6989180175009512,937.0,0.7307692307692307,0.3101604278074866,2.4528,2.0,0,35.25
Abby Antognoli,Abby Antognoli,G,1,2025,1122,36.2,36.2,5.0,13.3,0.374,2.0,5.9,0.335,3.0,7.4,0.404,0.4479999999999999,0.5,0.8,0.654,0.7,3.8,4.5,3.899999999999999,1.2,0.3,2.8,0.6,12.5,16.1,0.455,0.4419999999999999,0.063,2.5,11.8,0.073,0.271,2.1,0.8,16.9,0.251,1.0,0.1,1.1,0.04,0.6,-3.2,-2.6,10.0,21.0,0.0,0.0,0.0,Patriot League,Lafayette,lafayette,0.5044,0.4902,,,2,2.583177812,1.40188269,Primary Creator,0.0406527495933124,585.0,1.3448275862068964,0.4402985074626865,1.2120000000000002,1.6,0,37.55
Olivia Pollerd,Olivia Pollerd,F,1,2025,1085,36.2,36.2,6.3,15.3,0.413,1.8000000000000005,5.7,0.316,4.5,9.6,0.471,0.472,1.6,2.0,0.77,1.1,5.4,6.5,2.3,0.7,1.8000000000000005,2.6,2.1,16.0,19.9,0.492,0.372,0.133,3.4,15.6,0.098,0.16,1.1,5.3,13.6,0.268,2.0,1.2,3.2,0.118,2.7,-0.1,2.7,14.0,17.0,0.0,0.0,0.0,West Coast Conference,Santa Clara,santa-clara,0.524,0.506,,,3,3.072704071,-1.191963447,Interior Defender,0.3457516852674105,216.0,0.8518518518518517,0.3701298701298702,2.1195,3.7,0,49.45
Teresa Seppala,Teresa Seppala,G,1,2025,1010,36.1,36.1,5.4,12.3,0.436,2.0,5.0,0.396,3.4,7.3,0.463,0.516,4.0,4.3,0.926,1.6,4.6,6.2,2.4,1.7,0.5,3.4,2.6,16.7,22.2,0.582,0.404,0.352,5.1,15.3,0.102,0.15,2.7,1.6,19.3,0.24,3.3,1.2,4.5,0.177,3.0,-1.6,1.4,17.0,14.0,0.0,0.0,0.0,Metro Atlantic Athletic Conference,Siena,siena,0.4804,0.469,,,2,4.312355584,0.325538853,Primary Creator,0.4336397734074944,382.0,0.6857142857142857,0.4032258064516129,1.5742,3.4000000000000004,0,53.11
Amy Velasco,Amy Velasco,G,1,2025,1115,36.0,36.0,5.4,12.0,0.446,1.7,4.0,0.423,3.7,8.0,0.458,0.516,3.5,3.8,0.932,0.7,1.8000000000000005,2.5,4.9,0.9000000000000001,0.2,3.1,2.1,15.9,20.7,0.577,0.331,0.315,2.2,6.0,0.0409999999999999,0.2769999999999999,1.4,0.5,18.2,0.231,4.3,0.1,4.4,0.157,4.3,-2.5,1.8000000000000005,18.0,13.0,0.0,0.0,0.0,Mid-American Conference,Bowling Green,bowling-green-state,0.4972,0.4903,,,2,3.365387286,1.435178508,Primary Creator,0.9640873842184154,174.0,1.53125,0.3305785123966942,1.6946,1.2000000000000002,0,51.62
Ashley Hawkins,Ashley Hawkins,G,1,2025,1045,36.0,36.0,6.0,15.2,0.396,1.4,4.4,0.331,4.6,10.9,0.422,0.443,5.4,6.2,0.867,0.8,3.3,4.0,4.9,1.3,0.0,3.4,2.0,18.9,23.8,0.52,0.287,0.41,2.2,9.6,0.0579999999999999,0.341,2.1,0.1,15.8,0.291,3.8,0.3,4.1,0.157,2.0,-3.6,-1.6,11.0,18.0,0.0,0.0,0.0,Big South Conference,Gardner-Webb,gardner-webb,0.4092,0.4143,,,2,4.914216742,0.730085938,Primary Creator,0.9510131445986604,184.0,1.4,0.2875816993464052,1.9412,1.6,0,49.04
Angel Jones,Angel Jones,G,1,2025,1106,35.9,35.9,6.1,13.999999999999998,0.438,0.7,2.4,0.301,5.4,11.5,0.467,0.464,2.2,3.2,0.688,1.6,3.2,4.7,3.4999999999999996,1.8000000000000005,0.1,2.6,1.5,15.2,9.5,0.47,0.794,0.082,1.9,8.1,0.049,0.119,2.2,0.6,17.0,0.148,0.9000000000000001,1.1,2.0,0.072,-2.3,-0.4,-2.7,19.0,15.0,0.0,0.0,0.0,Mid-Eastern Athletic Conference,Coppin State,coppin-state,0.4927,0.4752,,,2,2.0781526,0.665512956,Primary Creator,-1.0526236664730844,1050.0,1.296296296296296,0.1702127659574468,2.5218000000000003,3.0000000000000004,0,36.41
Stina Almqvist,Stina Almqvist,G,1,2025,1005,35.9,35.9,6.3,14.5,0.435,0.6,2.5,0.261,5.7,12.1,0.47,0.4569999999999999,4.4,5.6,0.783,2.5,5.1,7.6,2.5,0.6,0.7,2.8,2.3,17.7,22.9,0.514,0.17,0.386,7.6,15.400000000000002,0.115,0.168,1.0,2.0,13.8,0.283,3.3,1.2,4.5,0.177,2.8,-1.2,1.6,14.999999999999998,13.0,0.0,0.0,0.0,Ivy League,Pennsylvania,pennsylvania,0.4874,0.4889,,,2,3.176754084,-1.505623556,Primary Creator,0.2805319126929463,453.0,0.8620689655172414,0.1712328767123287,2.679,2.5,0,53.11
Kennedy Calhoun,Kennedy Calhoun,G,1,2025,921,35.9,35.9,3.6,8.9,0.412,0.4,2.5,0.179,3.2,6.4,0.502,0.437,2.5,3.1,0.802,0.8,2.9,3.7,4.0,3.2,0.2,4.0,3.1,10.2,17.8,0.515,0.213,0.506,3.4,11.8,0.076,0.1689999999999999,2.8,0.5,19.9,0.252,1.8,0.5,2.3,0.098,0.5,-0.4,0.1,15.0,19.0,0.0,0.0,0.0,Atlantic 10 Conference,Saint Louis,saint-louis,0.5426,0.5229,,,2,4.518112107,-0.57142271,Primary Creator,-0.7102259630726785,942.0,0.9756097560975612,0.2777777777777778,1.6064,3.9,0,46.01
Laynee Torres-Kahapea,Laynee Torres-Kahapea,G,1,2025,481,35.9,35.9,2.0,6.1,0.322,0.8,2.5,0.324,1.1,3.6,0.32,0.389,1.4,1.9,0.769,0.6,2.2,2.8,2.6,0.9,0.1,2.5,1.4,6.2,7.1,0.44,0.46,0.24,8.7,10.2,0.095,0.0609999999999999,2.3,2.9,30.1,0.087,0.1,0.0,0.0,0.004,-4.4,-1.0,-5.4,4.0,24.0,0.0,0.0,0.0,Big Sky Conference,Portland State,portland-state,0.474,0.4665,,,1,0.411481474,0.696040385,Balanced Contributor,-0.7743568616280747,935.0,1.0,0.4032258064516129,0.352,1.0,0,28.08
Grace O'Neill,Grace O'Neill,G,1,2025,754,35.8,35.8,1.9,5.6000000000000005,0.335,0.8999999999999999,3.0,0.3,1.0,2.6,0.377,0.416,0.5,0.6,0.842,1.4,4.2,5.6000000000000005,3.5999999999999996,1.2,0.1,1.6,1.7999999999999998,5.2,22.8,0.483,0.004,0.284,11.1,16.6,0.138,0.11,2.5,9.3,14.2,0.2269999999999998,1.4,1.5,2.9,0.152,0.6,1.4,2.1,17.0,13.000000000000002,0.0,0.0,0.0,Coastal Athletic Association,Drexel,drexel,0.5082,0.4921,,,1,0.590639712,0.230419678,Balanced Contributor,0.720239800655282,263.0,2.117647058823529,0.5263157894736842,0.377,2.8,0,50.86
Morgan Callahan,Morgan Callahan,F,1,2025,1039,35.8,35.8,4.7,11.6,0.409,0.0,0.1,0.0,4.7,11.4,0.413,0.409,3.1,6.1,0.506,2.3,6.0,8.3,1.7,1.5,1.7,4.0,2.7,12.5,13.1,0.434,0.009,0.525,6.6,16.0,0.115,0.1159999999999999,2.1,3.9,21.7,0.2239999999999999,-0.2,0.8,0.6,0.022,-2.8,-1.5,-4.3,9.0,21.0,0.0,0.0,0.0,Mid-Eastern Athletic Conference,North Carolina Central,north-carolina-central,0.4881,0.4712,,,3,4.011052222,-4.596273063,Interior Defender,-0.0098874098327796,291.0,0.4146341463414634,0.0085470085470085,1.9411,4.0,0,33.57
Anastasiia Boldyreva,Anastasiia Boldyreva,C,1,2025,1254,35.8,35.8,5.9,11.9,0.495,0.2,0.9000000000000001,0.188,5.7,11.0,0.521,0.502,2.7,3.6000000000000005,0.7439999999999999,2.8,6.9,9.7,1.1,0.8,3.7,2.4,2.6,14.6,26.0,0.537,0.077,0.3,9.3,20.3,0.151,0.08,1.3,12.1,15.2,0.235,3.5,4.1,7.5,0.241,2.9,4.7,7.6,26.0,9.0,0.0,0.0,0.0,Conference USA,Middle Tennessee,middle-tennessee,0.5442,0.5237,,,3,3.340342349,-5.953903922,Interior Defender,3.035280054375672,3.0,0.44,0.075,2.9697,8.6,0,65.7
Emma Smith,Emma Smith,G,1,2025,817,35.6,35.6,3.0000000000000004,9.2,0.326,1.7,5.799999999999999,0.286,1.3,3.4,0.396,0.417,1.9,2.5,0.784,1.0,4.7,5.6,3.9,2.0,0.1,2.4,2.8,9.6,18.0,0.554,0.379,0.438,5.1,8.5,0.067,0.1159999999999999,2.4,0.3,13.1,0.196,2.3,0.3,2.5,0.124,1.2,-1.4,-0.1,9.0,21.0,0.0,0.0,0.0,Summit League,Denver,denver,0.4722,0.4715,,,2,2.862933084,1.274203828,Primary Creator,0.3095216467991234,441.0,1.56,0.6236559139784946,0.5148,2.4,0,47.55
Sirviva Legions,Sirviva Legions,G,1,2025,1069,35.6,35.6,5.7,14.099999999999998,0.403,0.3,2.0,0.169,5.4,12.2,0.441,0.415,2.6,4.3,0.617,1.0,3.3,4.3,2.3,1.4,0.1,3.2,2.7,14.4,14.5,0.445,0.139,0.302,3.3,11.5,0.072,0.196,2.3,0.2,16.5,0.28,0.7,0.4,1.1,0.042,-2.9,-4.1,-6.900000000000001,6.0,24.0,0.0,0.0,0.0,Northeast Conference,Long Island University,long-island-university,0.3853,0.3944,,,2,2.986155934,-0.750205054,Primary Creator,-0.8029445620931608,978.0,0.6969696969696969,0.1408450704225352,2.3814,1.9,0,32.7
