player_id,player,pos,n_seasons,most_recent_year,total_mp,mpg_latest,mpg,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,oreb_per_g,dreb_per_g,treb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,oreb_pct,dreb_pct,treb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_40,obpm,dbpm,bpm,wins,losses,trend_bpm,trend_pts_per_g,trend_ws_per_40,conference,team,team_id,adj_opp_win_pct,opp_win_pct,height_in,weight_lbs,cluster,pca1,pca2,archetype,archetype_score,rank_in_archetype,ast_tov_ratio,three_rate,inside_score,def_composite,is_multi_year,readiness_score
Matilda Ekh,Matilda Ekh,G-F,1,2025,836,31.5,31.5,4.4,9.7,0.453,2.0,4.999999999999999,0.391,2.4,4.7,0.52,0.555,1.2,1.3,0.881,0.9,2.4,3.4,2.3,0.7,0.3,1.8,1.7,11.9,15.7,0.6,0.304,0.243,2.4,12.1,0.074,0.099,0.9,1.1,18.2,0.185,1.9,0.5,2.4,0.117,3.6,1.2,4.8,19.0,13.0,0.0,0.0,0.0,Atlantic Coast Conference,Virginia Tech,virginia-tech,0.5577,0.5505,,,2,1.12755486,1.49924064,Primary Creator,0.7535918427081914,246.0,1.2105263157894737,0.5102040816326531,1.248,1.5,0,53.03
Solangelei Akridge,Solangelei Akridge,G,1,2025,791,31.5,31.5,2.5,9.0,0.278,1.2999999999999998,4.5,0.278,1.2999999999999998,4.5,0.278,0.347,2.0,2.5,0.8,0.3,1.4999999999999998,1.8,2.0,1.0,0.0,2.8,1.8,8.3,5.9,0.376,0.473,0.286,2.1,10.4,0.061,0.2,1.8,0.8,23.6,0.2,-0.8,0.1,-0.7,-0.037,-4.5,-3.4000000000000004,-7.9,5.999999999999999,23.999999999999996,0.0,0.0,0.0,Southwest Athletic Conference,Alabama State,alabama-state,0.4429,0.4379,,,2,1.937681658,1.074168155,Primary Creator,,,0.6896551724137931,0.4945054945054945,0.3614,1.1,0,21.65
Kaila Rougier,Kaila Rougier,G,1,2025,876,31.5,31.5,3.7,9.3,0.403,0.3,1.6,0.208,3.4,7.700000000000001,0.443,0.421,2.2,3.3,0.684,1.2,2.5,3.7,2.4,1.3,0.2,3.0,2.4,10.0,10.8,0.464,0.259,0.271,7.4,23.2,0.151,0.075,1.8,1.6,27.8,0.22,-0.5,0.4,0.0,-0.002,-5.4,-3.9,-9.199999999999998,5.0,26.0,0.0,0.0,0.0,Atlantic Sun Conference,North Florida,north-florida,0.4864,0.4778,,,2,1.875740878,-1.293748413,Primary Creator,-1.5357917362450435,1143.0,0.7741935483870968,0.1702127659574468,1.5062,1.9,0,28.52
Sydney Watkins,Sydney Watkins,G,1,2025,742,31.5,31.500000000000004,3.1,6.9,0.449,0.0,0.1,0.0,3.1,6.8,0.459,0.449,1.1,2.3,0.476,1.0,3.3,4.3,2.7,2.6,0.6,2.6,2.6,7.3,11.2,0.42,0.156,0.203,5.4,18.6,0.119,0.0819999999999999,2.2,2.0,15.6,0.181,0.0,0.8999999999999999,0.8,0.044,-3.5999999999999996,-1.2,-4.8,3.0,25.0,0.0,0.0,0.0,America East Conference,Massachusetts-Lowell,massachusetts-lowell,0.458,0.4578,,,3,1.874579693,-2.5055013,Interior Defender,-0.9901925416446756,485.0,1.0,0.0142857142857142,1.4229,4.1,0,32.6
JoJo Lacey,JoJo Lacey,G-F,1,2025,920,31.5,31.5,3.8,9.7,0.391,1.5,4.5,0.327,2.3,5.2,0.447,0.467,1.0,1.5,0.647,1.8,3.5,5.3,1.7,1.7,0.4,2.3,3.0,10.1,8.6,0.46,0.333,0.46,3.1,5.9,0.045,0.1,1.0,3.1,19.8,0.115,0.6,-0.1,0.5,0.024,-0.3,0.7,0.4,13.0,20.0,0.0,0.0,0.0,Big Ten Conference,Rutgers,rutgers,0.5946,0.5705,,,2,1.639341052,1.286289007,Primary Creator,-1.1677893002257416,1092.0,0.7083333333333334,0.4591836734693878,1.0281,2.0,0,36.44
Alecia Doyle,Alecia Doyle,G,1,2025,913,31.5,31.5,3.9,10.1,0.388,1.3,3.6,0.352,2.7,6.5,0.408,0.451,2.4,3.1,0.774,0.9,3.5,4.4,1.4999999999999998,0.4,0.2,1.8,1.8,11.5,12.4,0.591,0.774,0.141,0.9,10.8,0.062,0.151,1.1,0.4,21.7,0.149,1.4,0.2,1.7,0.073,0.5,-1.7,-1.2,13.0,17.0,0.0,0.0,0.0,Mid-American Conference,Northern Illinois,northern-illinois,0.4458,0.4577,,,2,1.167519635,1.171648073,Primary Creator,0.5284348316358405,341.0,0.7894736842105261,0.3529411764705882,1.1016,0.8,0,42.49
Judith Gomez,Judith Gomez,G,1,2025,1006,31.4,31.399999999999995,3.7,8.8,0.418,1.7,4.2,0.393,2.0,4.6,0.442,0.512,0.4,0.6,0.7,0.8,2.9,3.8,1.4,1.3,0.4,1.5,1.6,9.5,14.7,0.52,0.479,0.071,2.8,11.3,0.068,0.1119999999999999,2.4,1.2,14.4,0.174,1.4,1.0,2.4,0.095,-0.3,-1.3,-1.6,11.0,21.0,0.0,0.0,0.0,Metro Atlantic Athletic Conference,Iona,iona,0.4678,0.463,,,2,0.968601429,1.359946095,Primary Creator,0.1907079200548154,500.0,0.8749999999999999,0.4719101123595505,0.884,2.7,0,42.38
Ashlee Harris,Ashlee Harris,G,1,2025,570,31.4,31.4,2.6,6.799999999999999,0.387,0.8999999999999999,2.6,0.353,1.6999999999999995,4.2,0.407,0.453,1.7999999999999998,2.1,0.8840000000000001,0.4,1.6,2.0,2.3,1.5,0.1,1.9,2.0,8.0,12.4,0.418,0.477,0.246,3.0,10.2,0.064,0.132,2.6,1.0,12.9,0.293,0.4,0.4,0.8,0.053,-3.5,-2.9,-6.4,18.0,14.999999999999998,0.0,0.0,0.0,Atlantic Sun Conference,Bellarmine,bellarmine,0.4576,0.4623,,,2,1.694484769,0.515333113,Primary Creator,-0.4898435002582636,849.0,1.15,0.3768115942028986,0.6918999999999998,2.0,0,30.82
Kaia Goode,Kaia Goode,G,1,2025,630,31.4,31.4,2.5,7.799999999999999,0.325,1.0,3.1,0.309,1.6,4.7,0.336,0.387,1.4,1.8000000000000005,0.7449999999999999,1.0,1.4,2.4,2.5,1.6,0.1,2.7,1.8000000000000005,7.4,14.2,0.447,0.365,0.297,5.0,11.8,0.085,0.1159999999999999,2.1,0.7,13.1,0.212,0.9000000000000001,0.8,1.7000000000000002,0.11,-1.2,-2.9,-4.0,15.000000000000002,15.000000000000002,0.0,0.0,0.0,America East Conference,Binghamton,binghamton,0.4232,0.4343,,,2,1.828859152,0.510302411,Primary Creator,-0.857507565236966,999.0,0.8928571428571428,0.3924050632911393,0.5376000000000001,2.5,0,36.77
Kayla Williams,Kayla Williams,G,1,2025,763,31.4,31.399999999999995,4.1,8.6,0.481,1.5,3.8,0.388,2.6000000000000005,4.799999999999999,0.556,0.567,1.4,2.0,0.681,0.7,2.7,3.3999999999999995,3.9,1.5,0.2,3.2,1.6,11.1,28.7,0.619,0.0,0.39,15.0,22.500000000000004,0.19,0.067,1.3000000000000005,5.1,17.3,0.257,3.2,1.6,4.799999999999999,0.254,5.3,4.1,9.5,25.0,9.0,0.0,0.0,0.0,Atlantic Coast Conference,California,california,0.5757,0.5627,,,2,2.690546795,-0.194262648,Primary Creator,0.6398078882514285,298.0,1.1818181818181817,0.4367816091954023,1.4456000000000004,3.3,0,71.19
Meghan Kenefick,Meghan Kenefick,F,1,2025,848,31.4,31.4,3.5000000000000004,9.8,0.359,0.6,2.4,0.264,2.9,7.4,0.39,0.392,1.1,1.6,0.7080000000000001,1.8,3.8,5.6,2.2,0.7,0.6,1.5,1.9,8.8,10.9,0.505,0.397,0.357,1.7,6.7,0.042,0.154,1.2,0.6,21.0,0.174,0.9,0.1,1.1,0.05,-3.1,-4.1,-7.3,11.0,19.0,0.0,0.0,0.0,Northeast Conference,Central Connecticut State,central-connecticut-state,0.4277,0.4226,,,3,0.584249891,0.262275414,Interior Defender,-0.7880108099943881,444.0,1.375,0.2424242424242424,1.131,1.4,0,33.03
Vanessa Shafford,Vanessa Shafford,G,1,2025,1118,31.4,31.399999999999995,4.5,10.2,0.44,2.0,5.2,0.392,2.4,5.0,0.489,0.54,1.1,1.2,0.8859999999999999,1.5,4.9,6.4,1.7,1.6,0.2,1.5,2.0,12.1,18.2,0.525,0.4199999999999999,0.218,3.0,9.3,0.062,0.261,4.3,0.6,23.5,0.19,2.2,2.0,4.2,0.151,1.1,1.1,2.2,23.0,13.0,0.0,0.0,0.0,Ohio Valley Conference,Southern Indiana,southern-indiana,0.4846,0.4773,,,2,2.072183088,1.996577491,Primary Creator,1.2550795741298568,106.0,1.0625,0.5048543689320389,1.1736,3.8,0,49.88
Lexi Fleming,Lexi Fleming,G,1,2025,724,31.4,31.4,4.6,10.1,0.457,2.3,6.6,0.358,2.3,3.5,0.642,0.573,2.0,2.5,0.776,0.4,2.9999999999999996,3.4,3.2,2.1,0.2,1.7,1.7,13.5,16.6,0.514,0.136,0.463,5.9,13.3,0.096,0.134,5.5,0.9,24.2,0.177,0.9,1.0,1.9,0.103,-0.1,2.8,2.7,18.0,13.0,0.0,0.0,0.0,Mid-American Conference,Bowling Green,bowling-green-state,0.4972,0.4903,,,2,2.784621477,1.530559795,Primary Creator,0.3846984118576367,400.0,1.777777777777778,0.6470588235294118,1.4766,3.3000000000000003,0,47.84
Sammie Puisis,Sammie Puisis,G,1,2025,1118,31.4,31.399999999999995,5.1,13.500000000000002,0.38,3.1,7.8,0.398,2.0,5.7,0.356,0.496,1.8,1.9,0.924,1.0,2.4,3.4,0.7,0.9,0.1,1.6,1.4,15.2,15.9,0.4689999999999999,0.156,0.281,9.5,18.8,0.14,0.126,2.0,1.2,18.5,0.181,1.6,1.8,3.4,0.1199999999999999,2.0,1.5,3.4999999999999996,23.0,11.0,0.0,0.0,0.0,American Athletic Conference,South Florida,south-florida,0.5894,0.5614,,,2,1.693106755,1.794183345,Primary Creator,0.2344538511176552,478.0,0.4117647058823528,0.5735294117647058,0.712,2.8,0,47.49
Lulu Laditan-Twidale,Lulu Laditan-Twidale,G,1,2025,1067,31.4,31.4,4.2,10.2,0.409,2.8,7.200000000000001,0.382,1.4,3.0,0.475,0.545,2.1,2.4,0.8779999999999999,0.5,2.8,3.3,2.6,0.5,0.1,2.9,1.9,13.2,17.5,0.582,0.4429999999999999,0.2369999999999999,2.6,9.0,0.061,0.238,2.7,0.5,25.0,0.193,2.5,1.6,4.1,0.154,5.0,4.1,9.1,25.0,9.0,0.0,0.0,0.0,Atlantic Coast Conference,California,california,0.5757,0.5627,,,2,2.703874369,2.285172976,Primary Creator,1.033594254582367,159.0,0.8666666666666667,0.6990291262135924,0.665,2.2,0,58.61
Madison Schiller,Madison Schiller,G,1,2025,733,31.4,31.4,3.1,7.099999999999999,0.438,1.3,3.9,0.327,1.8,3.2,0.571,0.527,0.2,0.3,0.444,1.1,3.8,4.9,2.9999999999999996,1.2,0.1,1.0,1.3,7.7,16.6,0.563,0.008,0.57,10.2,15.8,0.129,0.1369999999999999,2.1,0.9,20.2,0.1369999999999999,1.8,1.3,3.1,0.169,-0.2,0.0,-0.1,23.0,10.0,0.0,0.0,0.0,Patriot League,Colgate,colgate,0.4472,0.4552,,,1,0.249886572,1.145983174,Balanced Contributor,1.660172791764403,47.0,2.727272727272726,0.5416666666666667,1.0278,2.6,0,48.46
Jordan Hobbs,Jordan Hobbs,G,1,2025,1048,31.4,31.4,5.0,11.6,0.429,1.8,5.4,0.339,3.1,6.2,0.507,0.508,1.8,2.2,0.816,0.4,4.4,4.8,2.6,0.7,0.2,2.5,2.4,13.6,23.1,0.549,0.212,0.282,3.7,15.8,0.0969999999999999,0.132,2.5,1.7,14.3,0.259,3.6,1.7,5.3,0.201,6.0,4.0,10.0,23.0,11.0,0.0,0.0,0.0,Big Ten Conference,Michigan,michigan,0.631,0.604,,,2,2.096997403,0.874367954,Primary Creator,0.7576842024038423,242.0,1.0,0.4615384615384616,1.5717,2.5999999999999996,0,63.61
JJ Quinerly,JJ Quinerly,G,1,2025,1044,31.4,31.4,7.3,16.4,0.443,1.6,5.0,0.314,5.7,11.5,0.499,0.49,4.3,5.1,0.829,1.2,1.8,3.1,3.2,3.0,0.3,3.2,2.6,20.4,15.7,0.493,0.473,0.181,5.8,23.7,0.144,0.078,5.4,1.9,23.3,0.1159999999999999,1.0,3.7,4.7,0.18,3.6,7.9,11.5,25.0,8.0,0.0,0.0,0.0,Big 12 Conference,West Virginia,west-virginia,0.6064,0.5785,,,2,4.461629885,0.010147185,Primary Creator,-0.9436454443908078,1023.0,0.9696969696969696,0.303030303030303,2.8443,7.0,0,58.76
Jaileyah Cotton,Jaileyah Cotton,G,1,2025,689,31.4,31.4,1.8999999999999997,6.5,0.297,0.7,2.1,0.344,1.2,4.5,0.275,0.351,1.8999999999999997,2.4,0.787,0.5,3.9,4.3,3.1,1.1,0.2,4.0,1.8000000000000005,6.5,15.6,0.455,0.414,0.209,3.6000000000000005,13.4,0.086,0.195,2.6,0.7,15.1,0.268,0.9000000000000001,1.0,1.8999999999999997,0.109,-0.6,-1.2,-1.7,16.0,15.0,0.0,0.0,0.0,Southwest Athletic Conference,Jackson State,jackson-state,0.4185,0.4197,,,2,2.720506563,0.022129806,Primary Creator,-0.972488238018632,1026.0,0.7560975609756099,0.3181818181818182,0.33,2.3,0,39.83
Jillian Hayes,Jillian Hayes,G,1,2025,910,31.4,31.4,5.1,11.7,0.437,0.0,0.3,0.0,5.1,11.4,0.447,0.437,5.3,7.4,0.718,3.7,5.9,9.5,1.6,1.6,0.8,1.8,2.9,15.6,28.5,0.511,0.024,0.637,12.1,22.8,0.17,0.13,2.9,2.8,10.5,0.26,3.6,1.2,4.9,0.214,7.0,2.4,9.5,15.0,14.0,0.0,0.0,0.0,Big 12 Conference,Cincinnati,cincinnati,0.5621,0.5489,,,3,3.243677542,-3.913487153,Interior Defender,1.799018883150579,31.0,0.8421052631578947,0.0254237288135593,2.2797,3.6000000000000005,0,63.77
S'Mya Nichols,S'Mya Nichols,G,1,2025,987,31.4,31.4,5.2,11.3,0.462,0.9,2.4,0.38,4.3,8.9,0.483,0.501,7.3,8.7,0.838,0.4,2.7,3.1,4.7,1.0,0.2,3.6,2.8,18.6,8.3,0.4630000000000001,0.555,0.356,1.0,9.5,0.054,0.113,2.7,1.6,24.4,0.12,0.0,0.7,0.7,0.029,0.3,2.7,3.0,16.0,14.0,0.0,0.0,0.0,Big 12 Conference,Kansas,kansas,0.5573,0.5482,,,2,3.896803608,0.06299674,Primary Creator,-1.903704281991695,1182.0,1.2702702702702702,0.2105263157894736,2.0768999999999997,1.9,0,39.85
Khadee Hession,Khadee Hession,G,1,2025,889,31.4,31.4,2.6,7.5,0.349,1.4,3.7,0.3739999999999999,1.2,3.8,0.324,0.44,1.4,1.7,0.84,0.6,3.2,3.9,2.0,1.7,0.1,2.4,2.4,8.1,25.5,0.556,0.091,0.356,17.1,22.4,0.1969999999999999,0.086,1.7,4.2,17.2,0.215,3.1,1.0,4.1,0.185,4.6,0.2,4.8,12.0,19.0,0.0,0.0,0.0,Big East Conference,Georgetown,georgetown,0.5896,0.5666,,,2,2.024744881,0.031774636,Primary Creator,0.2783955994354711,457.0,0.8,0.4868421052631579,0.3888,2.8,0,57.84
Leah Earnest,Leah Earnest,G-F,1,2025,1050,31.4,31.4,5.9,13.0,0.458,1.2,3.5000000000000004,0.345,4.7,9.4,0.5,0.505,4.6,5.4,0.839,1.2,6.5,7.699999999999999,2.6,1.8,0.6,3.5000000000000004,2.6,17.7,16.8,0.542,0.561,0.232,2.3,7.9,0.051,0.114,3.3,2.5,17.8,0.24,1.5,1.0,2.5,0.095,0.8,-0.5,0.2,13.0,19.0,0.0,0.0,0.0,Missouri Valley Conference,Valparaiso,valparaiso,0.4881,0.4798,,,2,4.34392931,-0.195393414,Primary Creator,-0.477943842557769,843.0,0.7222222222222221,0.267175572519084,2.35,3.4,0,46.1
Katelyn Young,Katelyn Young,F,1,2025,1035,31.4,31.4,8.4,15.2,0.551,1.3,3.5,0.368,7.1,11.7,0.606,0.593,3.6,4.5,0.816,1.8,4.6,6.4,3.2,1.2,0.6,1.9,1.9,21.7,34.2,0.626,0.2329999999999999,0.292,6.1,16.0,0.109,0.21,1.9,1.9,9.9,0.275,6.7,1.1,7.8,0.301,10.0,1.3,11.3,25.0,8.0,0.0,0.0,0.0,Missouri Valley Conference,Murray State,murray-state,0.4916,0.4851,,,2,3.347047612,-0.227184156,Primary Creator,2.238246917828515,12.0,1.6,0.2287581699346405,4.3026,2.9,0,77.01
Tanita Swift,Tanita Swift,G,1,2025,881,31.3,31.3,5.0,11.7,0.428,0.5,1.6,0.343,4.5,10.1,0.441,0.451,3.8,5.1,0.7500000000000001,1.2,3.4,4.6,3.3,1.9,0.1,4.2,2.6,14.4,15.7,0.505,0.461,0.203,2.2,8.9,0.0559999999999999,0.106,2.9,0.4,15.2,0.2189999999999999,1.3,1.5000000000000002,2.8,0.126,1.2,-0.3,0.9,17.0,14.0,0.0,0.0,0.0,Southland Conference,Nicholls State,nicholls-state,0.4618,0.4593,,,2,3.85183798,-0.06385218,Primary Creator,-1.300119652402141,1105.0,0.7674418604651163,0.135593220338983,1.9845,3.5,0,46.29
Kiarra Mcelrath,Kiarra Mcelrath,G,1,2025,908,31.3,31.3,4.5,13.3,0.338,1.7999999999999998,6.2,0.283,2.7,7.1,0.385,0.404,3.0,3.8,0.807,0.8,2.9,3.8,1.3,2.0,0.3,2.8000000000000003,1.3,13.8,16.2,0.457,0.468,0.283,2.8000000000000003,10.1,0.064,0.134,3.5999999999999996,1.0,15.6,0.276,0.8999999999999999,0.4,1.3,0.057,-0.2,-3.9,-4.1,5.0,24.0,0.0,0.0,0.0,Mid-Eastern Athletic Conference,Delaware State,delaware-state,0.4258,0.4311,,,2,3.925058743,0.597953655,Primary Creator,-0.4084594579400503,812.0,0.4482758620689654,0.4626865671641791,1.0395,2.6999999999999997,0,36.22
Shelby Fiddler,Shelby Fiddler,G,1,2025,776,31.3,31.3,2.2,7.2,0.307,1.7,5.6,0.296,0.5,1.5,0.348,0.423,0.5,0.6,0.7890000000000001,0.3,1.8,2.1,1.4,0.9,0.2,2.1,2.6,6.6,0.6,0.311,0.615,0.154,3.3,7.8,0.054,0.15,1.5,0.4,34.1,0.1189999999999999,-1.1,0.5,-0.7,-0.035,-8.8,-3.5,-12.3,6.0,24.0,0.0,0.0,0.0,Big South Conference,Presbyterian,presbyterian,0.3896,0.4011,,,2,0.568058432,1.713771463,Primary Creator,-2.025826875827038,1191.0,0.6363636363636362,0.7671232876712328,0.174,1.6,0,13.75
Maya Chandler,Maya Chandler,G,1,2025,969,31.3,31.3,4.2,10.6,0.398,1.7,4.5,0.369,2.5,6.1,0.42,0.477,1.5,1.7,0.833,0.2,2.2,2.4,2.0,1.4,0.2,1.8,2.2,11.6,15.1,0.506,0.429,0.164,0.8,8.1,0.045,0.134,2.6,0.6,13.8,0.212,1.7,1.6,3.4,0.14,0.2,0.6,0.8,19.0,12.0,0.0,0.0,0.0,Mid-American Conference,Miami (OH),miami-oh,0.4607,0.4659,,,2,1.705627846,1.490967056,Primary Creator,0.3527287328138113,416.0,1.0526315789473684,0.4205607476635514,1.05,3.2,0,46.45
Lani Cornfield,Lani Cornfield,G,1,2025,1127,31.3,31.300000000000004,3.9,8.5,0.453,0.3,1.1,0.289,3.6,7.499999999999999,0.476,0.471,2.9,3.6,0.786,0.9,3.2,4.1,5.9,2.5,0.1,2.7,3.0,10.9,21.4,0.531,0.124,0.427,3.3000000000000003,11.4,0.074,0.3389999999999999,4.4,0.4,21.0,0.201,3.1,2.6,5.6,0.2,1.1,2.8,3.9,29.999999999999996,7.0,0.0,0.0,0.0,Mid-American Conference,Buffalo,buffalo,0.4902,0.485,,,2,3.630564491,0.213449351,Primary Creator,0.8956810235657082,197.0,2.107142857142857,0.127906976744186,1.7136,5.2,0,56.81
Lee Volker,Lee Volker,G,1,2025,1001,31.3,31.3,5.1,10.8,0.472,1.4,3.3,0.415,3.7,7.5,0.498,0.536,1.1,1.4,0.739,1.4,3.2,4.6,2.8,1.5,0.4,2.5,2.2,12.6,21.6,0.57,0.185,0.371,9.2,17.5,0.135,0.126,2.1,3.1,17.8,0.193,2.8,2.1,4.9,0.196,3.9,2.7,6.6,21.0,11.0,0.0,0.0,0.0,Big East Conference,Marquette,marquette,0.5274,0.5233,,,2,2.007928685,0.445901826,Primary Creator,0.4338746073600457,381.0,1.0769230769230769,0.3027522935779816,1.8426,4.0,0,60.21
Destiny Adams,Destiny Adams,G-F,1,2025,1034,31.3,31.3,6.5,15.7,0.413,0.5,2.0,0.224,6.0,13.7,0.441,0.428,4.5,6.6,0.68,3.5,6.4,9.9,2.1,2.3,1.0,3.6000000000000005,3.5,17.9,27.1,0.476,0.129,0.423,11.0,21.3,0.16,0.162,4.1,3.1,16.1,0.3329999999999999,2.7,1.6,4.3,0.166,4.9,2.4,7.3,13.0,20.0,0.0,0.0,0.0,Big Ten Conference,Rutgers,rutgers,0.5946,0.5705,,,2,5.47303232,-2.993727259,Primary Creator,-0.330247888992364,773.0,0.5675675675675675,0.1265822784810126,2.646,4.9,0,59.09
Jada Eads,Jada Eads,G,1,2025,909,31.3,31.3,4.8,13.8,0.346,1.9,6.4,0.299,2.8,7.3,0.387,0.416,2.4,3.2,0.734,1.3,2.9,4.3,2.3,1.8,0.0,1.7,2.2,13.8,19.2,0.452,0.469,0.236,4.7,11.9,0.08,0.18,3.3,0.0,9.8,0.272,2.1,1.5,3.5000000000000004,0.156,4.3,2.0,6.3,23.0,9.999999999999998,0.0,0.0,0.0,Big East Conference,Seton Hall,seton-hall,0.5804,0.5553,,,2,2.990018317,1.226922653,Primary Creator,0.6644630101535117,288.0,1.2777777777777777,0.460431654676259,1.0836,3.3,0,51.82
Sabrina Ma,Sabrina Ma,G,1,2025,1136,31.3,31.3,3.3,9.0,0.367,2.1,5.9,0.35,1.2,3.1,0.4,0.483,1.3,1.6,0.78,1.0,2.7,3.7,1.5,1.9,0.6,1.5,3.1,10.0,15.499999999999998,0.469,0.263,0.299,1.8,16.5,0.088,0.129,2.4,2.4,13.0,0.172,1.4,2.6,4.0,0.142,-0.3,0.9,0.6,20.0,16.0,0.0,0.0,0.0,Big West Conference,UC San Diego,california-san-diego,0.4529,0.454,,,2,2.172158244,1.014431189,Primary Creator,0.1761144512659003,506.0,0.9375,0.6483516483516484,0.48,5.1,0,46.37
Halle Vice,Halle Vice,G,1,2025,963,31.3,31.3,4.3,8.6,0.498,0.4,1.6,0.275,3.8,7.0,0.549,0.524,2.5,3.2,0.794,2.4,4.9,7.4,1.9,1.1,0.9,2.2,1.8,11.5,22.9,0.552,0.387,0.347,4.4,17.1,0.109,0.13,2.8,6.1,20.3,0.284,2.4,2.3,4.7,0.194,3.6,3.7,7.3,21.0,11.0,0.0,0.0,0.0,Big East Conference,Marquette,marquette,0.5274,0.5233,,,3,2.311925058,-1.517185288,Interior Defender,0.840775456124634,123.0,0.826086956521739,0.1839080459770115,2.0862000000000003,4.3,0,60.65
Alyssa Hargrove,Alyssa Hargrove,G,1,2025,906,31.2,31.2,3.0,8.0,0.379,1.1,2.9,0.383,1.9,5.1,0.377,0.449,1.1,1.5,0.708,0.4,3.3,3.7,4.4,2.2,0.9,3.0,2.6,8.3,18.8,0.518,0.32,0.254,3.6,11.5,0.076,0.143,1.7,1.0,17.3,0.295,1.7,0.6,2.3,0.103,1.4,-1.6,-0.2,18.0,13.999999999999998,0.0,0.0,0.0,Mountain West Conference,New Mexico,new-mexico,0.5289,0.516,,,2,3.399108153,-0.344287143,Primary Creator,-0.0691562700852131,640.0,1.4193548387096775,0.3580246913580246,0.7162999999999999,3.7,0,47.58
Hope Sivori,Hope Sivori,G,1,2025,1037,31.2,31.2,4.2,11.7,0.358,2.9,8.0,0.358,1.3,3.7,0.355,0.481,2.6,3.0,0.879,1.2,2.8,4.0,3.0,2.0,0.1,2.8,2.5,13.9,11.3,0.514,0.378,0.307,1.2,5.8,0.033,0.138,2.6,0.2,19.9,0.142,1.3,0.4,1.7,0.066,-2.4,-1.2,-3.6000000000000005,18.0,15.0,0.0,0.0,0.0,Atlantic Sun Conference,Bellarmine,bellarmine,0.4576,0.4623,,,2,3.537094582,2.4951093,Primary Creator,-0.3093611277693655,760.0,1.0344827586206895,0.6779661016949153,0.4614999999999999,2.5,0,38.16
Madison Smith,Madison Smith,G,1,2025,1000,31.2,31.2,5.5,13.0,0.424,1.9,5.4,0.348,3.6,7.6,0.478,0.497,2.4,3.1,0.775,1.0,3.6,4.7,2.0,2.5,0.2,2.8,3.1,15.3,20.2,0.482,0.184,0.263,2.4,7.8,0.049,0.145,2.2,1.0,11.5,0.302,2.3,0.8,3.1,0.1239999999999999,1.7,-2.0,-0.3,18.0,15.0,0.0,0.0,0.0,Mountain West Conference,Air Force,air-force,0.4555,0.4644,,,2,4.11004636,0.974157329,Primary Creator,0.0813393252077104,565.0,0.6896551724137931,0.4122137404580153,1.7208,3.5,0,47.4
Kaila Walker,Kaila Walker,G,1,2025,965,31.2,31.2,3.9,10.4,0.379,1.8,5.4,0.331,2.1,5.0,0.432,0.466,5.0,6.1,0.814,0.6,2.1,2.7,1.3,1.1,0.0,1.8999999999999997,2.1,14.6,15.6,0.49,0.155,0.418,3.7999999999999994,7.1,0.055,0.1159999999999999,2.6,0.3,15.3,0.216,1.8,1.3,3.1,0.13,-0.4,-0.8,-1.1,21.0,11.0,0.0,0.0,0.0,Southwest Athletic Conference,Alabama A&M,alabama-am,0.3973,0.4065,,,2,3.018257621,1.037387476,Primary Creator,0.1557586922795935,513.0,0.6500000000000001,0.5142857142857143,0.9072,2.4000000000000004,0,43.94
Althea Kara Angeles,Althea Kara Angeles,G,1,2025,748,31.2,31.2,3.1,7.9,0.388,1.6,4.5,0.364,1.4,3.4,0.419,0.492,0.8999999999999999,1.1,0.818,0.5,1.7,2.2,2.5,1.4,0.2,1.4,2.3,8.6,21.1,0.512,0.01,0.349,14.1,21.000000000000004,0.176,0.096,1.7999999999999998,2.3,17.4,0.267,1.7999999999999998,1.4,3.2,0.17,-0.8999999999999999,-1.2,-2.1,21.000000000000004,12.0,0.0,0.0,0.0,Atlantic Sun Conference,Eastern Kentucky,eastern-kentucky,0.4578,0.4616,,,2,1.405080532,0.222117107,Primary Creator,0.7412003124271305,255.0,1.6666666666666663,0.5625,0.5866,3.0,0,48.38
Taylor Thierry,Taylor Thierry,G-F,1,2025,793,31.2,31.2,3.9,6.900000000000001,0.563,0.8,1.7,0.464,3.1,5.2,0.595,0.62,1.6,2.3,0.697,2.1,3.0,5.2,1.2,2.3,0.5,1.2,2.4,10.2,25.5,0.503,0.216,0.306,1.9,16.7,0.091,0.2789999999999999,4.0,0.8,14.9,0.307,2.5,1.8,4.3,0.218,5.7,4.9,10.5,25.999999999999996,7.0,0.0,0.0,0.0,Big Ten Conference,Ohio State,ohio-state,0.6165,0.5943,,,2,2.912975636,0.300364478,Primary Creator,1.712733598805518,44.0,0.923076923076923,0.2428571428571428,1.8445,4.6,0,63.4
