player,player_href,season_year,pos,g,mpg,pts_per_g,ast_per_g,trb_per_g,blk_per_g,stl_per_g,three_rate,inside_score,fta_per_g,fg3_pct,treb_pct,oreb_pct,blk_per_g,usg_pct,ast_pct,tov_per_g,pos_encoded,cluster,archetype,pca1,pca2
Naz Hillmon,/wnba/players/h/hillmna01w.html,2023,F,40,13.5,4.1,0.7,3.4,0.1,0.2,0.0,0.7695,1.4,0.0,0.142,0.10400000000000001,0.1,0.145,0.08,1.0,0.5,4,Interior Big,1.2972276154221911,-2.6076861821608013
Myisha Hines-Allen,/wnba/players/h/hinesmy01w.html,2023,F,35,17.6,5.6,2.2,4.4,0.2,0.7,0.3115,0.5904,1.3,0.273,0.147,0.068,0.2,0.213,0.207,1.5,0.5,1,3-and-D Wing,0.28449986197040145,-0.5060939707316913
Jordan Horston,/wnba/players/h/horstjo02w.html,2023,F,36,22.4,6.9,1.6,5.1,0.6,1.2,0.1447,0.9725,1.4,0.244,0.128,0.065,0.6,0.203,0.127,2.0,0.5,0,Post Scorer,1.0897068529148732,-0.5412865566992954
Natasha Howard,/wnba/players/h/howarna01w.html,2023,F,39,33.1,16.5,2.6,8.0,1.2,1.3,0.2391,2.7378,3.5,0.299,0.138,0.073,1.2,0.231,0.126,2.8,0.5,0,Post Scorer,2.9313318759033073,1.3175367398210223
Rhyne Howard,/wnba/players/h/howarrh01w.html,2023,G,39,32.9,17.5,3.5,4.9,0.6,1.3,0.4768,1.3695,4.2,0.352,0.084,0.023,0.6,0.251,0.19399999999999998,1.9,0.0,3,Floor General,-0.2519012107268885,2.130987170882043
Lexie Hull,/wnba/players/h/hullle01w.html,2023,G,30,20.6,4.6,1.1,2.7,0.3,1.0,0.4167,0.6748,0.7,0.217,0.08,0.067,0.3,0.134,0.078,1.0,0.0,3,Floor General,-1.208241611893271,-1.7306329198911876
Sabrina Ionescu,/wnba/players/i/ionessa01w.html,2023,G,36,31.5,17.0,5.4,5.6,0.3,1.0,0.6172,0.7277,3.0,0.448,0.10099999999999999,0.031,0.3,0.237,0.273,2.6,0.0,3,Floor General,-1.1070666770224293,2.386371552067764
Moriah Jefferson,/wnba/players/j/jeffemo01w.html,2023,G,39,24.9,10.5,3.6,2.0,0.2,1.1,0.2755,1.5312,1.3,0.355,0.049,0.012,0.2,0.22399999999999998,0.268,1.6,0.0,3,Floor General,-1.4187494579694477,1.5122932852245157
Marine Johannes,/wnba/players/j/johanma01w.html,2023,G,35,18.9,7.1,1.7,1.4,0.1,0.7,0.7049,0.4716,0.6,0.368,0.043,0.013999999999999999,0.1,0.182,0.132,1.3,0.0,3,Floor General,-2.9014929408613597,-0.1631231609580188
Brionna Jones,/wnba/players/j/jonesbr01w.html,2023,F,13,31.7,15.9,2.4,8.2,0.5,1.8,0.0278,3.444,4.5,0.5,0.154,0.11900000000000001,0.5,0.214,0.136,2.2,0.5,0,Post Scorer,3.4786092411633813,1.1245480420436333
Haley Jones,/wnba/players/j/jonesha01w.html,2023,F-G,40,14.6,3.7,2.3,2.4,0.3,0.4,0.1667,0.4706,1.0,0.214,0.09,0.027000000000000003,0.3,0.17800000000000002,0.248,1.4,0.25,1,3-and-D Wing,-0.8843193616108341,-0.18283636074660997
Jonquel Jones,/wnba/players/j/jonesjo01w.html,2023,C,40,25.0,11.3,1.8,8.4,1.3,0.6,0.2738,2.1348,2.0,0.352,0.191,0.12300000000000001,1.3,0.201,0.11800000000000001,2.1,1.0,0,Post Scorer,3.682193119147209,-0.9634971280644714
Dorka Juhász,/wnba/players/j/juhasdo01w.html,2023,F,38,24.2,6.0,2.6,6.5,0.6,0.9,0.25,1.1256,1.3,0.271,0.155,0.081,0.6,0.132,0.172,1.2,0.5,2,Stretch Big,0.8356917122268528,-1.5996556799598518
Awak Kuier,/wnba/players/k/kuieraw01w.html,2023,F,37,10.8,2.6,0.5,2.5,0.6,0.2,0.24,0.45,0.7,0.087,0.134,0.064,0.6,0.132,0.07,0.6,0.5,2,Stretch Big,0.2863333218937445,-2.9031251868238086
Betnijah Laney-Hamilton,/wnba/players/l/laneybe01w.html,2023,G-F,40,30.0,12.8,2.4,3.3,0.1,0.9,0.38,1.9775,1.7,0.392,0.062,0.03,0.1,0.187,0.128,1.9,0.25,5,Combo Guard,-0.7543764113837902,0.5919693180416145
Jewell Loyd,/wnba/players/l/loydje01w.html,2023,G,38,35.4,24.7,3.4,4.7,0.4,1.0,0.4187,1.71,7.5,0.356,0.075,0.034,0.4,0.33,0.20199999999999999,2.8,0.0,3,Floor General,0.9642338120196072,4.4464135753585765
Marina Mabrey,/wnba/players/m/mabrema01w.html,2023,G,39,30.0,15.0,3.6,3.7,0.5,0.7,0.4603,1.247,2.8,0.39,0.07400000000000001,0.033,0.5,0.239,0.203,2.2,0.0,3,Floor General,-0.629570936501445,1.8497877205435331
Ezi Magbegor,/wnba/players/m/magbeez01w.html,2023,F-C,40,32.6,13.8,2.6,8.1,1.9,1.1,0.1887,2.5474,3.1,0.385,0.14,0.055,1.9,0.19399999999999998,0.14800000000000002,2.4,0.75,0,Post Scorer,3.166240054493103,0.6177153587345393
Kayla McBride,/wnba/players/m/mcbrika01w.html,2023,G,38,31.8,14.3,2.2,3.2,0.2,1.2,0.5517,1.4175,2.6,0.342,0.059000000000000004,0.013999999999999999,0.2,0.20600000000000002,0.12300000000000001,1.7,0.0,3,Floor General,-1.4196041546457412,0.9899223145849034
Teaira McCowan,/wnba/players/m/mccowte01w.html,2023,C,30,26.1,11.9,1.5,9.1,1.2,0.5,0.011,2.8,3.3,0.0,0.19699999999999998,0.149,1.2,0.195,0.09300000000000001,1.5,1.0,4,Interior Big,5.163002948371773,-1.5979853560561201
Aari McDonald,/wnba/players/m/mcdonaa01w.html,2023,G,24,23.5,7.9,3.0,2.0,0.0,0.6,0.4853,0.8109,1.8,0.321,0.048,0.012,0.0,0.172,0.21100000000000002,1.6,0.0,3,Floor General,-2.2514657762505874,0.704101047013404
Jade Melbourne,/wnba/players/m/melboja01w.html,2023,G,29,10.6,2.6,1.2,1.2,0.0,0.4,0.3182,0.4,1.0,0.15,0.063,0.022000000000000002,0.0,0.14800000000000002,0.18600000000000003,0.9,0.0,3,Floor General,-2.0565302061394606,-0.796262229439291
Li Meng,/wnba/players/m/mengli01w.html,2023,G,34,15.9,5.6,1.0,1.1,0.0,0.3,0.75,0.2095,0.8,0.364,0.039,0.013000000000000001,0.0,0.17300000000000001,0.107,0.8,0.0,3,Floor General,-3.2805944949628243,-0.6976968508580755
Nikolina Milic,/wnba/players/m/milicni01w.html,2023,F,39,12.7,5.9,0.8,2.4,0.1,0.1,0.1224,0.9996,1.4,0.364,0.109,0.066,0.1,0.237,0.122,1.1,0.5,2,Stretch Big,0.40436424756497097,-0.6508096445618963
Diamond Miller,/wnba/players/m/milledi03w.html,2023,F,32,26.1,12.1,2.5,3.5,0.3,0.9,0.2963,1.5062,3.0,0.307,0.079,0.031,0.3,0.251,0.171,2.3,0.5,5,Combo Guard,0.38126088148666815,1.4685983577212298
Kelsey Mitchell,/wnba/players/m/mitchke01w.html,2023,G,40,33.7,18.2,3.1,1.6,0.1,0.9,0.4604,1.7208,4.1,0.398,0.028999999999999998,0.011000000000000001,0.1,0.239,0.16399999999999998,2.3,0.0,3,Floor General,-1.1062897435034644,2.577303694083087
Tiffany Mitchell,/wnba/players/m/mitchti01w.html,2023,G,33,23.1,7.3,2.3,2.3,0.1,0.5,0.2154,0.957,2.0,0.289,0.057999999999999996,0.027999999999999997,0.1,0.185,0.162,2.1,0.0,3,Floor General,-1.0573460861369222,0.7354856848771907
Olivia Nelson-Ododa,/wnba/players/n/nelsool01w.html,2023,C,39,15.0,4.5,0.6,3.7,0.8,0.5,0.0,0.9129,1.7,,0.147,0.102,0.8,0.139,0.062,0.8,1.0,2,Stretch Big,2.156354088143475,-2.882095507499687
Kia Nurse,/wnba/players/n/nurseki01w.html,2023,G,40,19.7,5.9,1.3,2.3,0.1,0.6,0.6207,0.2664,0.7,0.35,0.065,0.017,0.1,0.154,0.113,0.7,0.0,3,Floor General,-2.7678174964272064,-1.0867206514788352
Arike Ogunbowale,/wnba/players/o/ogunbar01w.html,2023,G,40,37.2,21.2,4.5,3.4,0.1,1.7,0.4521,2.0378,3.8,0.343,0.051,0.013999999999999999,0.1,0.262,0.201,2.6,0.0,3,Floor General,-0.6298838396382724,3.0314482686052617
Chiney Ogwumike,/wnba/players/o/ogwumch01w.html,2023,F-C,10,21.2,8.4,1.3,4.3,0.3,1.3,0.1646,1.65,2.1,0.077,0.122,0.077,0.3,0.21600000000000003,0.11199999999999999,1.2,0.75,2,Stretch Big,1.622125690064463,-1.0403564178155458
Nneka Ogwumike,/wnba/players/o/ogwumnn01w.html,2023,F,36,31.1,19.1,2.7,8.8,0.7,1.7,0.1189,3.638,4.5,0.339,0.171,0.062,0.7,0.273,0.184,2.2,0.5,5,Combo Guard,3.391559178118531,2.1538730352362228
Michaela Onyenwere,/wnba/players/o/onyenmi01w.html,2023,F,40,23.8,8.9,1.3,3.7,0.5,0.8,0.3457,1.08,2.0,0.315,0.096,0.064,0.5,0.215,0.094,2.0,0.5,1,3-and-D Wing,0.5245316576020295,-0.15611448925436622
Candace Parker,/wnba/players/p/parkeca01w.html,2023,F-C,18,23.6,9.0,3.7,5.4,0.9,1.5,0.3889,1.3224,1.6,0.333,0.132,0.046,0.9,0.182,0.226,1.7,0.75,2,Stretch Big,0.7777403927367286,-0.18728130721956873
Cheyenne Parker-Tyus,/wnba/players/p/parkech01w.html,2023,F,40,26.7,15.0,1.8,6.7,1.5,1.1,0.1167,2.7432,3.7,0.278,0.141,0.092,1.5,0.261,0.13,2.3,0.5,0,Post Scorer,3.6978885835962996,1.107459843578746
Robyn Parks,/wnba/players/p/parksro01w.html,2023,F,37,13.6,3.9,0.4,1.6,0.1,0.3,0.6316,0.2424,0.2,0.368,0.069,0.034,0.1,0.14300000000000002,0.048,0.5,0.5,1,3-and-D Wing,-2.153218104415249,-2.326995243494928
Shey Peddy,/wnba/players/p/peddysh01w.html,2023,G,18,15.8,5.2,1.8,1.8,0.1,0.8,0.5532,0.316,1.1,0.348,0.07200000000000001,0.031,0.1,0.16899999999999998,0.193,0.6,0.0,3,Floor General,-2.4133107408897443,-0.6188888126363201
Kelsey Plum,/wnba/players/p/plumke01w.html,2023,G,39,32.4,18.7,4.5,2.4,0.0,1.1,0.4701,2.145,3.8,0.389,0.043,0.009000000000000001,0.0,0.239,0.218,2.1,0.0,3,Floor General,-1.0937771138297927,2.741900069984412
Danielle Robinson,/wnba/players/r/robinda01w.html,2023,G,32,21.6,5.8,3.3,2.2,0.1,0.7,0.2083,0.9576,1.5,0.29,0.055999999999999994,0.013000000000000001,0.1,0.138,0.24,1.3,0.0,3,Floor General,-1.7932547647931645,0.17613205406608798
Mercedes Russell,/wnba/players/r/russeme01w.html,2023,C,37,19.1,5.0,1.3,4.0,0.5,0.4,0.0,1.1418,1.0,0.0,0.12,0.062,0.5,0.14400000000000002,0.11800000000000001,1.5,1.0,4,Interior Big,1.586068587357047,-2.1274354947317184
Satou Sabally,/wnba/players/s/sabalsa01w.html,2023,F,38,33.1,18.6,4.4,8.1,0.4,1.8,0.3357,2.124,5.0,0.361,0.139,0.076,0.4,0.248,0.215,2.9,0.5,5,Combo Guard,2.0717989016181813,2.339157334971781
Karlie Samuelson,/wnba/players/s/samueka01w.html,2023,G,34,26.1,7.7,2.0,3.0,0.1,0.6,0.6538,0.532,1.5,0.426,0.069,0.013999999999999999,0.1,0.11800000000000001,0.124,0.9,0.0,3,Floor General,-2.752946339294752,-0.814727971642837
Jessica Shepard,/wnba/players/s/shepaje01w.html,2023,F,21,26.9,8.1,3.2,7.1,0.1,0.6,0.0167,1.6244,2.5,0.0,0.153,0.091,0.1,0.14400000000000002,0.193,1.4,0.5,4,Interior Big,1.6902163524777891,-1.1229867346178857
Odyssey Sims,/wnba/players/s/simsod01w.html,2023,G,28,12.0,2.0,2.2,1.3,0.0,0.4,0.2,0.2464,0.7,0.133,0.063,0.027000000000000003,0.0,0.11900000000000001,0.249,0.6,0.0,3,Floor General,-2.162784971441422,-1.1340427101231507
Alanna Smith,/wnba/players/s/smithal01w.html,2023,F,38,26.5,9.2,1.8,6.6,1.3,1.3,0.3857,1.6902,2.1,0.294,0.146,0.08,1.3,0.158,0.107,1.5,0.5,2,Stretch Big,1.6864920350423835,-1.0611705404051088
NaLyssa Smith,/wnba/players/s/smithna01w.html,2023,F,31,28.5,15.5,1.4,9.2,0.3,0.3,0.1732,2.8435,4.0,0.284,0.195,0.086,0.3,0.27,0.09300000000000001,2.7,0.5,0,Post Scorer,3.325138744721832,1.3172236640785424
Azura Stevens,/wnba/players/s/steveaz01w.html,2023,F-C,35,26.0,10.8,1.1,5.9,0.9,1.2,0.2952,1.4454,1.7,0.321,0.13699999999999998,0.069,0.9,0.225,0.081,1.5,0.75,2,Stretch Big,1.673633774593995,-0.859040710255688
Breanna Stewart,/wnba/players/s/stewabr01w.html,2023,F,40,34.1,23.0,3.8,9.3,1.6,1.5,0.3412,3.0739,6.0,0.355,0.155,0.055999999999999994,1.6,0.275,0.195,1.5,0.5,0,Post Scorer,3.3821617817278224,2.119231547119992
Kiah Stokes,/wnba/players/s/stokeki01w.html,2023,C,40,19.8,2.2,0.6,5.9,1.0,0.7,0.3333,0.4432,0.5,0.185,0.171,0.07,1.0,0.061,0.037000000000000005,0.4,1.0,2,Stretch Big,0.9647106396257771,-4.3794103767318795
Sug Sutton,/wnba/players/s/suttosu01w.html,2023,G,40,26.3,8.2,4.8,2.6,0.1,0.7,0.2683,0.9672,1.4,0.337,0.06,0.017,0.1,0.201,0.308,2.5,0.0,3,Floor General,-1.4853750589378434,1.8807985859507652
Brittney Sykes,/wnba/players/s/sykesbr01w.html,2023,G,40,31.3,15.9,3.8,5.0,0.3,2.1,0.3053,2.0554,3.8,0.35,0.09300000000000001,0.035,0.3,0.25,0.22699999999999998,2.4,0.0,3,Floor General,0.29081227671424437,2.5876950910684515
Diana Taurasi,/wnba/players/t/tauradi01w.html,2023,G,26,27.3,16.0,4.6,3.6,0.5,0.5,0.5902,1.2225,4.3,0.342,0.081,0.004,0.5,0.294,0.321,3.0,0.0,3,Floor General,-0.6018943996350967,4.06428781023736
Alyssa Thomas,/wnba/players/t/thomaal01w.html,2023,F,40,36.2,15.5,7.9,9.9,0.5,1.8,0.0078,2.9036,4.7,0.0,0.163,0.066,0.5,0.23,0.37799999999999995,3.4,0.5,4,Interior Big,3.254817190187651,3.066893702800541
Jasmine Thomas,/wnba/players/t/thomaja01w.html,2023,G,32,12.8,2.7,1.3,1.1,0.2,0.3,0.5588,0.1565,0.3,0.242,0.05,0.027999999999999997,0.2,0.152,0.161,0.7,0.0,3,Floor General,-2.6879110140517586,-1.1518937570344787
Kayla Thornton,/wnba/players/t/thornka01w.html,2023,F,40,17.3,4.5,0.7,3.5,0.3,0.7,0.5263,0.571,0.8,0.313,0.11599999999999999,0.083,0.3,0.11800000000000001,0.055,0.5,0.5,1,3-and-D Wing,-0.628063777689486,-2.857910987775025
Brianna Turner,/wnba/players/t/turnebr01w.html,2023,F-C,40,26.3,3.5,1.3,6.3,1.1,1.0,0.0,1.105,0.3,,0.149,0.06,1.1,0.075,0.07400000000000001,1.5,0.75,2,Stretch Big,1.392059702310007,-2.7661356613944537
Courtney Vandersloot,/wnba/players/v/vandeco01w.html,2023,G,39,30.4,10.5,8.1,3.5,0.6,1.3,0.3441,1.6672,1.7,0.294,0.065,0.019,0.6,0.18600000000000003,0.4,2.7,0.0,3,Floor General,-0.917508510129495,2.581761614084409
Victoria Vivians,/wnba/players/v/viviavi01w.html,2023,G-F,38,17.7,5.2,1.3,3.1,0.2,0.7,0.4902,0.5628,0.8,0.287,0.107,0.034,0.2,0.157,0.114,0.8,0.25,1,3-and-D Wing,-1.3842052643748124,-1.4485648445038524
Shatori Walker-Kimbrough,/wnba/players/w/walkesh01w.html,2023,G,40,24.8,6.3,1.7,2.1,0.4,0.7,0.4118,0.637,1.2,0.39,0.049,0.009000000000000001,0.4,0.115,0.105,0.7,0.0,3,Floor General,-2.320151102805982,-1.133341969490069
Kristy Wallace,/wnba/players/w/wallakr01w.html,2023,G,37,19.7,6.6,1.9,2.2,0.2,0.6,0.3651,0.5715,0.8,0.435,0.068,0.036000000000000004,0.2,0.18,0.157,1.3,0.0,3,Floor General,-1.766948709622416,-0.23809565787790662
Erica Wheeler,/wnba/players/w/wheeler01w.html,2023,G,40,26.8,9.9,5.0,3.0,0.1,1.1,0.2609,1.247,2.1,0.309,0.068,0.018000000000000002,0.1,0.203,0.307,2.1,0.0,3,Floor General,-1.1891312169175274,1.843225758857553
Sami Whitcomb,/wnba/players/w/whitcsa01w.html,2023,G,40,24.5,9.7,2.9,2.9,0.4,0.9,0.725,0.438,1.3,0.385,0.066,0.022000000000000002,0.4,0.192,0.209,2.0,0.0,3,Floor General,-2.2226427756804594,0.8415310823791284
Courtney Williams,/wnba/players/w/willico01w.html,2023,G,40,30.1,10.4,6.3,6.0,0.3,1.0,0.2673,1.3888,0.6,0.443,0.11800000000000001,0.036000000000000004,0.3,0.19,0.33799999999999997,2.5,0.0,3,Floor General,-0.7387428686747963,1.5972064663948602
Elizabeth Williams,/wnba/players/w/williel01w.html,2023,C-F,40,29.7,9.8,2.5,5.8,1.5,1.3,0.0,2.1588,2.3,,0.115,0.087,1.5,0.158,0.132,1.4,0.75,0,Post Scorer,2.7208144882962957,-1.0063863816161993
Gabby Williams,/wnba/players/w/williga01w.html,2023,F,10,28.5,8.4,3.8,3.6,0.4,1.5,0.2447,1.1832,1.3,0.217,0.07200000000000001,0.055,0.4,0.18899999999999997,0.23199999999999998,2.2,0.5,5,Combo Guard,0.04099993316007663,0.3478191275864032
A'ja Wilson,/wnba/players/w/wilsoa01w.html,2023,C,40,30.7,22.8,1.6,9.5,2.2,1.4,0.0467,4.674,7.2,0.31,0.179,0.08199999999999999,2.2,0.289,0.092,1.6,1.0,0,Post Scorer,6.579569551350418,1.763900764057888
Jackie Young,/wnba/players/y/youngja01w.html,2023,G,40,31.5,17.6,3.8,4.0,0.1,1.3,0.4202,2.304,3.4,0.449,0.07400000000000001,0.025,0.1,0.21600000000000003,0.187,1.8,0.0,3,Floor General,-0.6303785041926849,1.9284525675120825
Queen Egbo,/wnba/players/e/egboqu01w.html,2023,F-C,37,12.8,4.8,0.3,4.3,0.6,0.4,0.0,1.0,1.3,,0.198,0.098,0.6,0.195,0.040999999999999995,0.9,0.75,2,Stretch Big,2.3967030212417777,-2.459129435852453
Destanni Henderson,/wnba/players/h/hendede01w.html,2023,G,15,13.3,3.8,1.8,0.8,0.1,0.5,0.4211,0.5335,1.4,0.125,0.037000000000000005,0.018000000000000002,0.1,0.184,0.221,0.9,0.0,3,Floor General,-2.205305109738791,-0.023924103042723483
Joyner Holmes,/wnba/players/h/holmejo02w.html,2023,F,34,10.4,3.3,0.8,2.5,0.3,0.3,0.4375,0.3352,0.6,0.313,0.136,0.076,0.3,0.174,0.136,0.6,0.5,1,3-and-D Wing,-0.38052411712347195,-2.047994999355591
Lindsay Allen,/wnba/players/a/allenli01w.html,2024,G,40,23.8,6.6,3.9,2.0,0.2,0.8,0.2143,1.1822,1.3,0.292,0.048,0.015,0.2,0.14300000000000002,0.261,1.6,0.0,3,Floor General,-1.6708830303322582,0.5572795580116988
Rebecca Allen,/wnba/players/a/allenre01w.html,2024,F-G,18,24.8,7.4,1.1,3.9,0.7,0.9,0.5571,0.8,0.2,0.357,0.092,0.035,0.7,0.149,0.07400000000000001,1.0,0.25,2,Stretch Big,-1.2373131109647906,-1.5861754870923694
Ariel Atkins,/wnba/players/a/atkinar01w.html,2024,G,40,29.9,14.9,3.1,3.4,0.4,1.5,0.4435,1.75,2.5,0.357,0.068,0.035,0.4,0.24,0.192,2.3,0.0,3,Floor General,-0.48900130149725646,1.9187842278077816
Shakira Austin,/wnba/players/a/austish01w.html,2024,F-C,12,19.8,11.8,0.9,6.8,0.9,1.3,0.0297,1.8748,4.5,0.25,0.20600000000000002,0.10400000000000001,0.9,0.331,0.092,2.4,0.75,0,Post Scorer,4.530086283568432,1.0005463587478356
DeWanna Bonner,/wnba/players/b/bonnede01w.html,2024,G-F,40,31.8,15.0,2.0,6.0,0.7,1.2,0.3828,1.911,3.6,0.294,0.11599999999999999,0.021,0.7,0.22899999999999998,0.11199999999999999,1.4,0.25,5,Combo Guard,0.630003483875394,0.782942389478332
Aliyah Boston,/wnba/players/b/bostoal01w.html,2024,C-F,40,30.9,14.0,3.2,8.9,1.2,0.9,0.0625,3.1065,2.8,0.269,0.168,0.107,1.2,0.20600000000000002,0.17300000000000001,2.0,0.75,0,Post Scorer,3.8755894755773403,0.10244662559994348
Cameron Brink,/wnba/players/b/brinkca01w.html,2024,F,15,21.9,7.5,1.7,5.3,2.3,1.1,0.3043,0.9051,1.7,0.323,0.146,0.066,2.3,0.201,0.132,2.3,0.5,0,Post Scorer,2.3577513190197434,-0.3334229065952504
Jaelyn Brown,/wnba/players/b/brownja06w.html,2024,G-F,14,10.1,2.6,0.4,1.5,0.3,0.3,0.4091,0.2844,0.2,0.5,0.08900000000000001,0.057999999999999996,0.3,0.135,0.063,0.9,0.25,1,3-and-D Wing,-1.4770317117057854,-2.019504827585661
Kalani Brown,/wnba/players/b/brownka01w.html,2024,C,39,13.2,5.7,1.1,3.1,0.6,0.2,0.0244,1.4256,1.5,0.0,0.13699999999999998,0.09699999999999999,0.6,0.193,0.131,1.2,1.0,4,Interior Big,2.4879272856836345,-1.9133845352891137
Lexie Brown,/wnba/players/b/brownle02w.html,2024,G,16,23.7,8.1,3.3,2.3,0.1,1.1,0.5244,0.4407,1.7,0.304,0.059000000000000004,0.003,0.1,0.205,0.237,1.9,0.0,3,Floor General,-2.2416832363368044,1.1975460842601893
Kennedy Burke,/wnba/players/b/burkeke01w.html,2024,G-F,38,12.1,3.4,0.9,1.5,0.3,0.6,0.4286,0.527,0.3,0.259,0.073,0.036000000000000004,0.3,0.161,0.11,0.7,0.25,1,3-and-D Wing,-1.5658971352926263,-1.5919504701682423
Rae Burrell,/wnba/players/b/burrera01w.html,2024,G-F,37,15.6,5.9,1.1,1.8,0.3,0.8,0.4318,0.3465,2.7,0.333,0.071,0.044000000000000004,0.3,0.188,0.121,1.0,0.25,5,Combo Guard,-1.0487550804577008,-0.46229384377901406
Veronica Burton,/wnba/players/b/burtove01w.html,2024,G,31,12.7,3.1,1.9,1.4,0.2,0.5,0.5217,0.1484,1.2,0.351,0.069,0.04,0.2,0.121,0.223,0.5,0.0,3,Floor General,-2.5093022976075026,-1.0394928796058098
Maya Caldwell,/wnba/players/c/caldwma01w.html,2024,G,25,16.2,5.2,1.1,1.8,0.2,0.6,0.4,0.7395,0.6,0.3,0.063,0.055,0.2,0.172,0.11900000000000001,0.9,0.0,3,Floor General,-1.5589846182821667,-1.0215759435961642
Jordin Canada,/wnba/players/c/canadjo01w.html,2024,G,20,31.2,10.6,5.8,3.5,0.3,1.6,0.3258,1.1934,3.7,0.281,0.063,0.021,0.3,0.182,0.322,2.1,0.0,3,Floor General,-0.9573963472381728,2.1379480240834554
Kamilla Cardoso,/wnba/players/c/cardoka01w.html,2024,C,32,27.4,9.8,1.7,7.9,1.4,0.5,0.0,2.0319,2.6,,0.165,0.11900000000000001,1.4,0.16399999999999998,0.10300000000000001,1.5,1.0,0,Post Scorer,3.8089882657730145,-1.6049173580977356
Bridget Carleton,/wnba/players/c/carlebr01w.html,2024,F,39,29.8,9.6,2.2,3.8,0.3,1.0,0.726,0.3987,1.0,0.444,0.073,0.038,0.3,0.135,0.11699999999999999,1.0,0.5,1,3-and-D Wing,-1.9693904668952689,-1.3857164576007168
DiJonai Carrington,/wnba/players/c/carridi01w.html,2024,G-F,39,29.6,12.7,1.6,5.0,0.4,1.6,0.2455,1.7176,4.0,0.25,0.105,0.055999999999999994,0.4,0.22899999999999998,0.092,1.9,0.25,5,Combo Guard,1.0944779343853115,0.7896026559036838
Chennedy Carter,/wnba/players/c/cartech01w.html,2024,G,33,26.0,17.5,3.1,3.5,0.2,1.1,0.0608,3.45,3.8,0.29,0.078,0.027999999999999997,0.2,0.306,0.256,1.7,0.0,3,Floor General,1.0887459576139924,3.1939745225843312
Tina Charles,/wnba/players/c/charlti01w.html,2024,C,39,29.7,14.9,2.3,9.6,0.5,0.9,0.0803,2.7907,2.7,0.262,0.184,0.09300000000000001,0.5,0.25,0.16,1.6,1.0,0,Post Scorer,3.4904513927329606,-0.09060534684866346
Layshia Clarendon,/wnba/players/c/clarela01w.html,2024,G,21,16.0,4.3,2.6,1.8,0.0,0.7,0.2778,0.546,1.1,0.35,0.068,0.022000000000000002,0.0,0.147,0.266,1.2,0.0,3,Floor General,-2.114963757284781,0.06077073244355453
Alysha Clark,/wnba/players/c/clarkal01w.html,2024,F,40,24.3,6.0,1.8,3.6,0.3,0.8,0.6667,0.576,0.7,0.373,0.086,0.026000000000000002,0.3,0.12300000000000001,0.105,1.4,0.5,1,3-and-D Wing,-1.7344756032699091,-1.3630770224103321
Caitlin Clark,/wnba/players/c/clarkca02w.html,2024,G,40,35.4,19.2,8.4,5.7,0.7,1.3,0.6138,1.599,4.5,0.344,0.094,0.012,0.7,0.27699999999999997,0.391,5.6,0.0,3,Floor General,0.29351577850742083,6.078366472107285
Natasha Cloud,/wnba/players/c/cloudna01w.html,2024,G,38,33.3,11.5,6.9,4.1,0.6,1.4,0.3762,1.26,2.9,0.308,0.071,0.017,0.6,0.198,0.345,3.0,0.0,3,Floor General,-0.7062012443534412,2.8174113410310384
Nia Coffey,/wnba/players/c/coffeni01w.html,2024,F,40,13.4,3.3,1.2,2.4,0.7,0.3,0.4595,0.2928,0.5,0.273,0.102,0.039,0.7,0.16699999999999998,0.14400000000000002,1.0,0.5,2,Stretch Big,-0.7757697652878738,-1.512732201365375
Napheesa Collier,/wnba/players/c/collina01w.html,2024,F,34,34.7,20.4,3.4,9.7,1.4,1.9,0.1812,3.731,4.6,0.31,0.162,0.078,1.4,0.267,0.188,2.1,0.5,0,Post Scorer,3.976293979780377,1.972390989605937
Kahleah Copper,/wnba/players/c/coppeka01w.html,2024,G-F,37,32.4,21.1,2.3,4.5,0.1,0.8,0.3471,2.75,5.6,0.314,0.08199999999999999,0.024,0.1,0.318,0.142,3.0,0.25,5,Combo Guard,1.2616153616998216,3.7597432851748156
Sophie Cunningham,/wnba/players/c/cunniso01w.html,2024,G,40,27.7,8.4,2.0,3.9,0.3,1.0,0.75,0.5247,1.7,0.378,0.08199999999999999,0.017,0.3,0.128,0.113,1.0,0.0,3,Floor General,-2.4521438352681266,-0.7700116107535188
Damiris Dantas,/wnba/players/d/dantada01w.html,2024,C-F,20,10.5,4.5,0.6,2.2,0.3,0.3,0.4595,0.5632,0.6,0.394,0.12,0.023,0.3,0.193,0.09300000000000001,0.6,0.75,2,Stretch Big,-0.7475760631384651,-1.7130496057258628
Diamond DeShields,/wnba/players/d/deshidi01w.html,2024,G,32,13.8,4.5,1.3,1.4,0.3,0.6,0.32,0.6465,1.1,0.173,0.059000000000000004,0.017,0.3,0.205,0.158,0.9,0.0,3,Floor General,-1.5483892007716429,-0.28292226109817287
Skylar Diggins,/wnba/players/d/diggisk01w.html,2024,G,40,31.6,15.1,6.4,2.6,0.9,1.7,0.2656,2.142,3.8,0.291,0.047,0.025,0.9,0.239,0.34,2.8,0.0,3,Floor General,0.27319746430519065,3.5111022900986244
